,5
416,107.8593035
417,103.9134565
418,91.41195893
419,88.12881197
420,76.91061509
421,74.37162951
422,69.28135473
423,68.46741749
424,69.00914222
425,69.45420044
426,71.98502731
427,72.88777354
428,79.95200229
429,83.79455521
430,104.0651886
431,113.1533522
432,148.0259645
433,163.451029
434,221.9845772
435,245.5761203
436,306.2629776
437,324.1297539
438,370.8642993
439,385.4469767
440,421.8948545
441,423.4877488
442,418.4095097
443,411.8332015
444,392.2703171
445,394.3282755
446,383.4384809
447,383.9523842
448,357.9602213
449,352.8046764
450,386.7125711
451,381.8564298
452,341.410048
453,335.2350619
454,356.9223776
455,359.1192988
456,329.8704176
457,335.8480611
458,406.1596465
459,443.17253
460,294.5769875
461,251.8022142
462,244.6802511
463,238.7590858
464,234.4643366
465,227.3119884
466,203.5798974
467,193.864745
468,150.0030601
469,139.7640359
470,120.8187053
471,119.9137336
472,118.6687052
473,119.6901261
474,117.0513029
475,113.1872056
476,94.43787766
477,87.68369598
478,63.29489923
479,55.27501162
480,34.42997104
481,30.85803321
482,20.00879267
483,17.41539187
484,10.25007313
485,8.498013418
486,3.059011894
487,0.456004773
488,1.740125174
489,6.904854093
490,13.1505163
491,14.40641227
492,26.87393966
493,28.24159312
494,63.42242813
495,74.20446655
496,90.3031714
497,87.54600485
498,71.75216264
499,71.24584239
500,106.9894507
501,104.9132429
502,54.64418596
503,49.40854601
504,96.6843102
505,128.0638153
506,140.7068648
507,128.2209362
508,120.9077455
509,128.4557584
510,172.8758693
511,173.7927528
512,162.8159108
513,146.112603
514,108.0990272
515,116.5943301
516,154.1950105
517,184.9494015
518,211.4043889
519,204.4199363
520,165.2576284
521,194.2539394
522,274.9921749
523,298.8940752
524,249.5606449
525,200.457638
526,155.7421414
527,182.7245309
528,232.8057041
529,256.8561969
530,369.3479357
531,429.5453561
532,551.7657928
533,471.8194324
534,551.5909162
535,470.7254351
536,652.7201405
537,709.0186571
538,352.2998581
539,392.9956109
540,569.2971411
541,519.1444208
542,509.6529284
543,577.0755025
544,603.1177816
545,419.0576729
546,310.2242188
547,304.2551877
548,460.3342733
549,509.994358
550,538.5904408
551,591.0942569
552,830.9186068
553,799.4165151
554,665.9094782
555,656.8198731
556,750.6821613
557,791.5690486
558,865.9299116
559,833.2973552
560,667.1507931
561,662.9363468
562,868.9620132
563,882.8565826
564,912.3024521
565,887.1724171
566,855.5694141
567,879.9215214
568,892.9197121
569,921.7140785
570,893.6692286
571,812.8666801
572,718.1124496
573,725.1328908
574,801.8792067
575,812.6208526
576,900.6337137
577,912.5628323
578,885.2442875
579,888.6593527
580,949.2152443
581,832.7516648
582,691.4439554
583,680.4955685
584,950.7153769
585,999.0886537
586,742.5806751
587,662.1037096
588,575.2126718
589,617.4280816
590,575.0583296
591,574.983822
592,606.3470411
593,639.6068958
594,791.0881329
595,772.1835163
596,669.4771166
597,673.4319469
598,759.9458675
599,937.362821
600,857.2577343
601,693.5145615
602,515.636982
603,504.330715
604,667.9917736
605,502.1212434
606,282.4841089
607,198.5238622
608,106.3724351
609,90.19946393
610,112.3817759
611,118.7457295
612,155.5201468
613,263.2197592
614,189.8887262
615,219.9027264
616,404.610703
617,291.3937133
618,196.2616601
619,188.0727336
620,111.2261651
621,81.17024256
622,43.96712399
623,36.75069103
624,33.35922334
625,32.02952677
626,30.21721807
627,32.16902992
628,33.68917528
629,35.34014134
630,47.3934688
631,46.68861954
632,50.05474335
633,58.73603227
634,45.64181542
635,39.20676659
636,37.03218764
637,37.0068363
638,37.57873169
639,33.99680652
640,17.27576566
641,14.14226509
642,6.183248259
643,5.2026474
644,4.844940405
645,4.119982747
646,0.136886169
647,3.28307196
648,3.258379505
649,3.185523473
650,5.013160185
651,6.304890038
652,9.288807224
653,11.28447292
654,21.65619695
655,29.27151677
656,43.68902797
657,46.95504905
658,66.68357897
659,63.79399455
660,73.80830765
661,81.81437853
662,92.96925747
663,87.47903599
664,74.27558303
665,75.15839492
666,77.84218168
667,82.12933671
668,104.4387341
669,121.7220383
670,180.5748537
671,177.7014603
672,203.5416908
673,207.3721875
674,226.0897641
675,203.3678895
676,163.9322015
677,149.7872223
678,140.8986397
679,129.4963746
680,131.9600458
681,140.176804
682,123.3352821
683,136.4029791
684,190.2216694
685,189.3426338
686,196.6077304
687,195.9256082
688,243.6746783
689,247.6724916
690,310.7299578
691,301.6134709
692,183.8855536
693,196.8319718
694,222.1907499
695,190.4101192
696,179.6079366
697,188.02548
698,282.4513168
699,327.0851498
700,329.8051825
701,357.0022995
702,297.7090161
703,253.9970269
704,182.9918581
705,248.9699382
706,542.0468254
707,580.6692156
708,574.8123865
709,475.306797
710,406.1500463
711,438.2140869
712,427.5886912
713,461.9519228
714,389.6329904
715,392.1334589
716,363.5403357
717,324.2095853
718,502.4967976
719,476.6460192
720,555.4123659
721,581.4760075
722,592.7068071
723,641.452017
724,655.6415625
725,648.9300906
726,629.9790659
727,633.0769073
728,625.6496024
729,562.8518564
730,561.3427238
731,512.9508606
732,438.8259983
733,487.8467223
734,279.7628422
735,292.404599
736,189.5722373
737,207.8177966
738,261.8426261
739,287.8521104
740,252.244159
741,240.6363832
742,297.5875158
743,282.127644
744,273.8082228
745,264.8246185
746,350.4033954
747,357.4447826
748,338.596858
749,268.7326351
750,211.9086356
751,215.5222297
752,179.1948223
753,184.6467266
754,279.0440898
755,357.8368831
756,510.7850676
757,538.9805436
758,280.3538241
759,270.2796584
760,223.8508139
761,210.1986989
762,195.7873867
763,226.8873335
764,254.1904378
765,219.3361648
766,194.7787838
767,204.7652578
768,236.0575447
769,222.9492164
770,187.6360269
771,207.103744
772,213.875711
773,179.8885832
774,204.5200546
775,190.1277726
776,144.3627264
777,149.6320027
778,150.9799479
779,129.2102094
780,114.7366357
781,108.7735442
782,104.8294816
783,107.8703534
784,139.0479088
785,140.610554
786,163.4712486
787,151.1847812
788,155.1815689
789,165.8875947
790,177.444334
791,156.5972925
792,114.0202131
793,122.9567057
794,115.4622649
795,115.0449572
796,80.91772068
797,73.41974063
798,71.25963163
799,60.03176463
800,33.93766743
801,35.18460919
802,25.61331248
803,22.95955429
804,13.68705369
805,10.92745385
806,3.310972642
807,0.787250724
808,7.857513889
809,24.76594377
810,30.75720151
811,56.76083761
812,56.54007514
813,84.28646612
814,88.87710059
815,141.3835959
816,143.1017498
817,149.5429904
818,174.2301154
819,222.1233599
820,230.9217925
821,245.3179607
822,254.467871
823,281.2558672
824,285.6153082
825,298.8465137
826,325.7969284
827,357.3643212
828,371.9159754
829,328.9306393
830,307.0811255
831,470.3712492
832,427.2970945
833,304.9183731
834,392.191092
835,483.212728
836,427.2749692
837,450.7061119
838,424.6793973
839,359.9145069
840,333.5501443
841,446.0560288
842,426.691374
843,541.617075
844,626.1218642
845,637.3532009
846,618.1762383
847,653.0515842
848,627.9946186
849,379.2301097
850,331.5091286
851,356.8890152
852,366.9541815
853,295.0989594
854,365.847538
855,551.3684616
856,602.3886551
857,682.0077305
858,600.5669928
859,671.7450676
860,673.2151145
861,606.6125412
862,706.3273382
863,710.6610107
864,692.342501
865,741.057169
866,712.9517274
867,721.8409882
868,707.671469
869,711.6166725
870,719.1809995
871,713.8167381
872,720.4804538
873,732.717907
874,736.6271511
875,740.5447083
876,735.8395171
877,749.0617599
878,763.6678013
879,768.0799198
880,755.6651132
881,750.4482079
882,757.1351248
883,757.6633301
884,768.4027343
885,768.3894558
886,766.2143352
887,762.328331
888,757.2795993
889,807.6285191
890,771.0670098
891,710.9246616
892,761.8923813
893,746.5127716
894,789.4887521
895,749.1905937
896,757.4713118
897,774.5735512
898,780.5651485
899,757.5523834
900,802.3692249
901,766.3817692
902,780.1128473
903,800.1195097
904,755.7647601
905,714.5749798
906,687.793947
907,642.5454206
908,646.3906682
909,702.5943241
910,759.2232449
911,833.4623833
912,815.0707943
913,889.6174736
914,820.7816536
915,790.0032139
916,820.6229347
917,854.3464375
918,844.6463276
919,786.4181995
920,813.4643836
921,825.4728384
922,823.543507
923,735.4743366
924,815.1462555
925,838.0316086
926,829.6002968
927,833.8736439
928,847.1974361
929,835.4751921
930,833.2077055
931,673.4742088
932,676.45215
933,716.6081057
934,713.0191779
935,675.6868429
936,660.7069178
937,581.3829927
938,593.0978083
939,546.652554
940,537.638499
941,491.2438936
942,430.7098225
943,339.9267104
944,305.1224665
945,350.0098352
946,289.8793756
947,237.6995213
948,229.0030279
949,137.4421073
950,130.6692217
951,163.5330002
952,171.4852228
953,161.7619736
954,143.4951714
955,107.1120615
956,102.8265963
957,90.46642101
958,85.99974586
959,68.11237532
960,66.23015308
961,51.20768338
962,44.19583218
963,27.91255856
964,23.06609792
965,9.10202904
966,6.524021946
967,5.486396971
968,30.32735121
969,37.67071058
970,51.27717602
971,54.18860135
972,74.2210409
973,83.91234025
974,113.7478316
975,117.6236043
976,133.8193039
977,140.2739149
978,160.4925997
979,177.637541
980,255.0514634
981,268.9126708
982,349.9831057
983,374.9960085
984,444.7245417
985,379.403885
986,287.8070207
987,262.1260396
988,243.5851238
989,247.5522747
990,264.0297184
991,276.4050578
992,346.4677172
993,424.2450586
994,661.7992496
995,709.8152949
996,733.6352158
997,625.7429649
998,436.9273891
999,392.981201
1000,327.1529155
1001,319.5137346
1002,272.1085768
1003,271.3534367
1004,291.5708301
1005,302.8016461
1006,399.7177558
1007,462.6874163
1008,799.2962513
1009,773.9663329
1010,736.4987888
1011,754.2868334
1012,558.894804
1013,625.3552452
1014,621.1087322
1015,604.2385126
1016,412.210897
1017,439.078295
1018,860.2138538
1019,813.9185977
1020,796.2879047
1021,825.4193311
1022,851.7115908
1023,846.3535645
1024,845.6020632
1025,831.0801757
1026,792.3644114
1027,792.4669463
1028,808.2868109
1029,831.2501343
1030,683.5877447
1031,667.9466958
1032,613.900054
1033,602.8694481
1034,577.0461326
1035,606.0414904
1036,643.3996363
1037,690.7805596
1038,855.7311878
1039,870.8262793
1040,715.7415428
1041,713.5063238
1042,887.8978939
1043,865.8150811
1044,872.5803356
1045,872.3609534
1046,893.7744884
1047,887.6983344
1048,855.1382751
1049,844.4640501
1050,791.3285093
1051,823.7704367
1052,717.276042
1053,725.0658176
1054,823.6616135
1055,860.8740178
1056,838.684001
1057,831.7589989
1058,846.8770733
1059,874.596882
1060,900.3858299
1061,796.2682817
1062,607.7606802
1063,611.4045121
1064,590.2807474
1065,583.7681802
1066,577.8576479
1067,576.0166779
1068,553.505825
1069,556.955142
1070,578.2525949
1071,591.8991691
1072,661.6073723
1073,710.9507055
1074,972.5545082
1075,932.6171361
1076,710.1160603
1077,658.5349816
1078,779.8985271
1079,809.4604456
1080,672.1114483
1081,684.5121253
1082,744.4896774
1083,729.434124
1084,576.594625
1085,533.5007465
1086,465.9397678
1087,454.3962499
1088,433.1216216
1089,430.8403899
1090,443.3401961
1091,441.7424264
1092,435.4318933
1093,425.3460503
1094,470.7782054
1095,492.9327377
1096,484.0407238
1097,469.0841738
1098,410.4695849
1099,400.5481166
1100,382.3035965
1101,358.5427991
1102,272.9043543
1103,252.2851022
1104,206.3228939
1105,192.8534097
1106,170.2022231
1107,165.4195273
1108,138.3235378
1109,131.4991647
1110,135.3812647
1111,135.5174945
1112,130.2336479
1113,123.3873824
1114,99.19234955
1115,93.54144227
1116,90.37000644
1117,91.40366114
1118,78.37894392
1119,71.24426883
1120,49.25534701
1121,43.90129665
1122,28.95228678
1123,25.89891598
1124,15.44911638
1125,11.86795448
1126,1.636892222
1127,8.505042189
1128,34.18875861
1129,45.47942041
1130,72.63976967
1131,84.44620621
1132,118.2065152
1133,123.2017206
1134,132.6679718
1135,137.8206632
1136,159.7968078
1137,168.9422677
1138,201.8299098
1139,215.9726928
1140,241.0294981
1141,250.5356592
1142,276.4386191
1143,279.7356298
1144,269.5269685
1145,275.9268642
1146,318.9670153
1147,330.6933022
1148,335.4334879
1149,330.7785896
1150,330.6796479
1151,339.8847031
1152,386.3861265
1153,379.070834
1154,500.6670704
1155,527.6800116
1156,602.3685274
1157,625.6445266
1158,545.9967232
1159,619.1829079
1160,473.2450342
1161,487.199444
1162,574.2574983
1163,559.9958196
1164,678.7897959
1165,694.4322089
1166,720.1144018
1167,770.0771134
1168,814.076458
1169,840.4621668
1170,852.8250284
1171,861.4952079
1172,855.2029352
1173,871.2635413
1174,872.1480331
1175,882.9498854
1176,892.7579088
1177,900.5488791
1178,904.0359879
1179,928.6572923
1180,909.6699905
1181,927.8916411
1182,937.5813332
1183,935.2149896
1184,969.7174664
1185,974.3975105
1186,995.5372972
1187,969.0319951
1188,984.4789085
1189,984.0365861
1190,980.4308891
1191,986.0509881
1192,983.188921
1193,988.5046247
1194,1024.659348
1195,1004.603765
1196,1010.067444
1197,1012.306055
1198,1014.278902
1199,1024.095901
1200,1032.402298
1201,1030.566494
1202,1019.590101
1203,1042.710992
1204,1078.905472
1205,1046.442246
1206,1026.106737
1207,1053.514576
1208,1081.863485
1209,1089.593904
1210,1088.090473
1211,1067.719902
1212,923.4128189
1213,972.927165
1214,1028.438898
1215,1001.410606
1216,686.2935762
1217,689.3502018
1218,623.1895256
1219,599.0171172
1220,534.2302523
1221,520.6565571
1222,519.3365393
1223,523.1300498
1224,518.6338568
1225,515.412646
1226,502.4199138
1227,491.0258729
1228,430.20573
1229,408.6289963
1230,358.4325414
1231,346.4438185
1232,314.2778931
1233,312.2585289
1234,299.7170296
1235,297.2258436
1236,287.4678597
1237,281.8824334
1238,263.2522182
1239,253.398688
1240,217.1245468
1241,206.9301515
1242,187.7239614
1243,187.9833977
1244,206.3648539
1245,218.2524313
1246,275.9937394
1247,297.6098343
1248,380.7739224
1249,416.7952711
1250,490.1313391
1251,486.0828757
1252,442.94173
1253,429.1373859
1254,367.4096394
1255,361.8457932
1256,435.7865076
1257,462.7212922
1258,345.8487887
1259,327.8981313
1260,272.0018883
1261,265.8928193
1262,249.7325258
1263,249.866457
1264,261.7758644
1265,275.1059983
1266,307.1310239
1267,313.2096035
1268,304.6303358
1269,302.5384977
1270,308.7620294
1271,295.0952895
1272,240.103828
1273,216.4663995
1274,175.6945157
1275,164.2289562
1276,97.96108186
1277,90.58621436
1278,71.37146842
1279,65.88709711
1280,48.86813867
1281,42.91666488
1282,24.81976214
1283,20.2555305
1284,9.249763042
1285,7.988806355
1286,5.442668278
1287,3.339296782
1288,5.819238049
1289,21.25935447
1290,25.3803924
1291,35.50523332
1292,35.64486299
1293,26.59781668
1294,27.18361486
1295,37.72001287
1296,46.27314203
1297,74.31165886
1298,81.23566843
1299,88.01965213
1300,94.36704825
1301,145.0416359
1302,154.8799418
1303,240.5586371
1304,249.7691784
1305,280.6591146
1306,291.6865481
1307,343.0104184
1308,354.3138109
1309,400.6017079
1310,413.6213738
1311,456.9859781
1312,476.0056283
1313,525.3389397
1314,540.0293833
1315,583.9386172
1316,598.1789388
1317,644.9244595
1318,657.0725176
1319,703.9272337
1320,714.3835427
1321,756.1957273
1322,769.9551786
1323,811.3996725
1324,824.4974725
1325,866.6430655
1326,876.50722
1327,903.0074835
1328,924.4531069
1329,958.2936401
1330,965.9051536
1331,999.920825
1332,1001.247273
1333,1018.778867
1334,1014.372832
1335,1035.083222
1336,1028.997858
1337,1031.513988
1338,1038.796579
1339,1037.764341
1340,1029.778819
1341,1057.868111
1342,1056.139662
1343,1051.38262
1344,1046.543873
1345,1048.786091
1346,1060.986134
1347,1103.686769
1348,1098.139941
1349,1084.942232
1350,1089.759688
1351,1130.534887
1352,1126.904977
1353,1129.556202
1354,1129.776411
1355,1129.34263
1356,1144.144566
1357,1181.19688
1358,1168.950674
1359,1144.489494
1360,1151.854213
1361,1158.813093
1362,1166.852389
1363,1149.964378
1364,1154.077941
1365,1126.901115
1366,1137.117714
1367,1154.580383
1368,956.6326383
1369,1126.227589
1370,1047.887379
1371,1159.61747
1372,1011.055876
1373,1187.064621
1374,778.5034929
1375,523.8581896
1376,558.5534854
1377,943.3759708
1378,716.725351
1379,793.2914219
1380,834.9106984
1381,779.6530113
1382,971.7172823
1383,956.3560486
1384,941.9432606
1385,583.773387
1386,573.9172563
1387,952.2848663
1388,919.7615357
1389,546.5409508
1390,678.4709566
1391,1115.449606
1392,1125.798262
1393,924.2115188
1394,566.201188
1395,964.3043633
1396,898.6247276
1397,379.8435926
1398,277.1395404
1399,220.9024472
1400,230.3474115
1401,248.6471131
1402,285.4682262
1403,565.5184255
1404,594.313457
1405,794.1893377
1406,582.628268
1407,435.9740658
1408,434.5686501
1409,329.4102521
1410,335.6794915
1411,385.9518771
1412,411.5248902
1413,347.0375938
1414,372.1972214
1415,399.1385193
1416,335.3473953
1417,460.9988618
1418,541.0255285
1419,507.2185693
1420,631.8154072
1421,591.6378059
1422,567.7417681
1423,490.1745987
1424,483.7564972
1425,427.53789
1426,399.175982
1427,245.8634653
1428,297.5739574
1429,167.3852549
1430,199.3929393
1431,198.7727675
1432,252.1551295
1433,185.6112742
1434,169.0176255
1435,106.5812647
1436,93.97511176
1437,59.1892817
1438,53.86750212
1439,43.24641484
1440,39.1633112
1441,36.68321139
1442,35.07105119
1443,25.69888225
1444,22.33976282
1445,17.05039987
1446,15.76940534
1447,7.939168479
1448,2.638461329
1449,4.859270019
1450,13.54670662
1451,17.24274767
1452,33.77365628
1453,41.55890349
1454,60.67405677
1455,66.92157986
1456,86.72757983
1457,93.2283258
1458,111.9319688
1459,119.6307318
1460,134.1644268
1461,139.1322
1462,175.4314146
1463,187.296057
1464,217.6680374
1465,251.9031566
1466,312.6613016
1467,300.4873059
1468,254.6553793
1469,226.9887771
1470,217.3825698
1471,213.3059664
1472,212.5732412
1473,213.7648322
1474,222.065413
1475,226.9800053
1476,260.2904494
1477,274.0645254
1478,288.3922043
1479,281.4735843
1480,317.2772965
1481,341.0991739
1482,355.0089507
1483,461.3223447
1484,711.747427
1485,730.9688357
1486,722.2805748
1487,739.7268859
1488,734.916687
1489,720.18076
1490,766.8664322
1491,727.0069987
1492,745.9485569
1493,747.2212607
1494,741.3644028
1495,751.6308995
1496,755.2890015
1497,771.8529054
1498,785.8619843
1499,789.8805208
1500,752.5101976
1501,771.9105316
1502,797.8186598
1503,794.9288523
1504,792.7765293
1505,781.6231465
1506,789.3064747
1507,788.3477299
1508,817.9470472
1509,801.5873541
1510,781.2298908
1511,812.5469627
1512,793.9562511
1513,789.1510288
1514,808.077877
1515,812.6051874
1516,821.8972549
1517,827.5748416
1518,879.9346828
1519,866.9364423
1520,829.8984528
1521,856.5120061
1522,877.8960934
1523,882.1307056
1524,860.3449478
1525,859.1070077
1526,880.8578529
1527,881.952836
1528,917.7157211
1529,890.8354323
1530,895.9786549
1531,901.1340084
1532,886.3049164
1533,908.0132604
1534,902.1801701
1535,890.051824
1536,884.6796188
1537,895.2750538
1538,905.9337444
1539,896.7748184
1540,910.625495
1541,924.9094479
1542,943.0248985
1543,940.793421
1544,927.5024385
1545,952.4669074
1546,943.8084345
1547,940.5031762
1548,919.4882336
1549,953.7072863
1550,962.5102673
1551,957.9078181
1552,967.2197962
1553,964.0542312
1554,971.0987797
1555,976.1219605
1556,990.0044394
1557,975.9375137
1558,959.553854
1559,968.6523039
1560,955.0689449
1561,964.0794619
1562,973.1556931
1563,962.9984818
1564,948.1316614
1565,925.1998569
1566,899.6486692
1567,889.3819614
1568,845.9492817
1569,831.0190769
1570,791.759654
1571,782.644336
1572,720.3773632
1573,715.1393544
1574,684.5213203
1575,674.5914234
1576,633.1008911
1577,622.1364184
1578,575.8748255
1579,549.090953
1580,512.4503231
1581,494.2717023
1582,444.9921913
1583,436.7236219
1584,394.218061
1585,379.9078736
1586,318.1403005
1587,314.54119
1588,277.7072637
1589,267.1231421
1590,248.8603041
1591,235.8850971
1592,199.6408896
1593,192.3365084
1594,170.6352708
1595,163.3240029
1596,134.644114
1597,125.6287377
1598,100.8199489
1599,94.38741295
1600,75.42933488
1601,68.88065969
1602,49.85075092
1603,44.00398931
1604,18.13127148
1605,14.43641336
1606,5.994659711
1607,4.276443081
1608,5.650825071
1609,8.857212828
1610,23.04663879
1611,27.40718827
1612,34.05682379
1613,36.61281962
1614,43.45259833
1615,45.22933708
1616,54.63987964
1617,59.31218732
1618,76.62721062
1619,82.77049105
1620,107.403495
1621,111.9543343
1622,126.7285604
1623,131.4403775
1624,132.1770121
1625,133.4781025
1626,145.653161
1627,158.957013
1628,201.5946164
1629,227.8164017
1630,298.5262592
1631,313.3097973
1632,318.6435924
1633,318.1090759
1634,324.2659554
1635,339.0372536
1636,386.9843011
1637,375.5198586
1638,354.1111188
1639,367.6894876
1640,487.9552617
1641,531.2745512
1642,708.6694202
1643,658.25648
1644,531.2627668
1645,601.8046275
1646,739.1502457
1647,742.3433227
1648,587.9027987
1649,576.4052497
1650,589.9341393
1651,608.6058743
1652,728.8749857
1653,738.1446737
1654,713.9032831
1655,764.8382264
1656,747.7613726
1657,776.565591
1658,767.1281157
1659,772.5144293
1660,775.1620855
1661,767.3069466
1662,715.0535555
1663,744.9596508
1664,726.9710226
1665,774.2481659
1666,801.3818026
1667,805.5079883
1668,820.4179649
1669,807.1194274
1670,839.9929581
1671,822.2187361
1672,810.7896786
1673,823.3727396
1674,831.1675301
1675,815.0182385
1676,810.3331051
1677,833.5314743
1678,814.7442188
1679,837.5565965
