,功率
6230,1545.9
6231,1559.8
6232,1548.4
6233,1547.8
6234,1520.0
6235,1546.9
6236,1576.9
6237,1557.9
6238,1545.3
6239,1551.8
6240,1513.5
6241,1486.9
6242,1558.5
6243,1549.5
6244,1289.4
6245,1546.1
6246,1548.6
6247,1546.9
6248,1538.3
6249,1549.9
6250,1549.0
6251,1581.3
6252,1554.7
6253,1525.0
6254,1545.7
6255,1139.2
6256,1337.4
6257,1545.1
6258,1523.2
6259,1334.7
6260,1519.1
6261,1552.0
6262,1557.1
6263,1529.2
6264,1574.5
6265,1558.3
6266,1534.3
6267,1430.3
6268,1534.3
6269,1537.9
6270,1215.5
6271,1544.2
6272,1529.3
6273,1264.1
6274,1523.8
6275,1482.3
6276,1555.4
6277,1548.2
6278,1560.6
6279,1548.0
6280,1552.0
6281,1205.6
6282,1401.8
6283,1541.0
6284,1310.9
6285,1244.5
6286,1562.5
6287,1558.1
6288,1563.4
6289,1556.6
6290,1578.3
6291,1542.9
6292,1414.3
6293,1486.5
6294,1565.3
6295,1552.0
6296,1553.7
6297,1542.1
6298,1543.6
6299,1573.7
6300,1552.6
6301,1541.3
6302,1547.6
6303,1561.0
6304,1549.0
6305,1555.8
6306,1552.4
6307,1551.4
6308,1551.4
6309,1553.7
6310,1549.0
6311,1546.5
6312,1558.5
6313,1551.6
6314,1546.9
6315,1546.9
6316,1566.5
6317,1526.7
6318,1552.8
6319,1543.6
6320,1547.2
6321,1544.0
6322,1550.5
6323,1543.8
6324,1554.3
6325,1545.7
6326,1552.4
6327,1534.9
6328,1577.1
6329,1537.0
6330,1543.4
6331,1569.5
6332,1521.9
6333,1527.6
6334,1543.8
6335,1555.2
6336,1534.5
6337,1560.2
6338,1526.3
6339,1550.9
6340,1549.5
6341,1559.4
6342,1555.8
6343,1560.4
6344,1553.7
6345,1542.5
6346,1548.6
6347,1545.9
6348,1586.9
6349,1561.7
6350,1532.2
6351,1550.7
6352,1577.5
6353,1546.7
6354,1546.3
6355,1538.9
6356,1549.9
6357,1544.8
6358,1539.4
6359,1525.5
6360,1550.7
6361,1562.7
6362,1528.0
6363,1541.5
6364,1285.0
6365,1550.7
6366,1555.2
6367,1572.8
6368,1551.6
6369,1541.3
6370,1537.3
6371,1555.4
6372,1553.1
6373,1095.5
6374,1553.7
6375,1501.0
6376,1463.1
6377,1548.4
6378,1541.3
6379,1554.9
6380,1549.5
6381,1202.0
6382,1551.4
6383,1314.2
6384,1135.2
6385,1036.5
6386,818.1
6387,1296.6
6388,709.5
6389,991.9
6390,1545.1
6391,937.1
6392,857.5
6393,1065.6
6394,566.5
6395,802.9
6396,690.5
6397,898.8
6398,1554.3
6399,1015.9
6400,1242.0
6401,1371.1
6402,1310.9
6403,1017.1
6404,1327.5
6405,858.6
6406,794.3
6407,1229.8
6408,1535.4
6409,1562.3
6410,1549.3
6411,1517.2
6412,1160.7
6413,946.2
6414,1313.4
6415,1564.8
6416,1561.3
6417,1566.9
6418,1560.0
6419,1083.4
6420,1544.2
6421,755.8
6422,1061.6
6423,1228.3
6424,1211.9
6425,1542.3
6426,889.9
6427,805.9
6428,1425.2
6429,1537.9
6430,1545.0
6431,1536.8
6432,1553.5
6433,1544.6
6434,1539.6
6435,1557.0
6436,1341.6
6437,1516.4
6438,1551.4
6439,1556.8
6440,1558.7
6441,1541.5
6442,1543.2
6443,680.0
6444,1378.9
6445,1370.5
6446,1545.5
6447,1549.3
6448,1550.3
6449,1554.7
6450,1562.1
6451,1559.0
6452,1097.8
6453,1542.9
6454,1542.5
6455,1205.2
6456,1290.0
6457,1547.8
6458,1561.0
6459,1545.1
6460,1577.7
6461,1549.1
6462,1556.8
6463,1560.2
6464,1566.9
6465,1542.7
6466,1550.9
6467,1553.7
6468,1545.1
6469,1549.5
6470,1561.3
6471,1558.9
6472,1554.3
6473,1543.6
6474,1541.5
6475,1548.4
6476,1549.7
6477,1546.1
6478,1549.5
6479,1545.1
6480,1552.8
6481,1552.6
6482,1563.6
6483,1532.8
6484,1544.4
6485,1554.1
6486,1543.4
6487,1552.4
6488,1539.8
6489,1496.6
6490,1513.2
6491,1547.6
6492,1552.4
6493,1553.9
6494,1550.9
6495,1555.2
6496,1459.6
6497,1568.0
6498,1550.9
6499,1099.0
6500,1018.4
6501,1300.6
6502,1542.3
6503,1554.7
6504,1555.6
6505,1539.4
6506,1557.7
6507,1485.4
6508,965.7
6509,1544.6
6510,891.8
6511,1232.7
6512,1271.5
6513,1024.7
6514,883.2
6515,932.5
6516,1358.1
6517,1114.0
6518,1390.5
6519,1047.7
6520,1423.5
6521,1477.9
6522,927.0
6523,812.2
6524,536.8
6525,1196.1
6526,1514.9
6527,1031.0
6528,1528.2
6529,1157.8
6530,956.5
6531,1514.5
6532,1389.6
6533,1046.0
6534,1042.0
6535,1548.2
6536,847.0
6537,974.6
6538,1446.1
6539,1420.8
6540,1309.8
6541,1371.3
6542,1537.9
6543,1477.0
6544,1512.2
6545,1344.6
6546,1540.4
6547,969.7
6548,1518.9
6549,1348.6
6550,1324.2
6551,1394.1
6552,1316.8
6553,977.9
6554,962.6
6555,1081.6
6556,853.5
6557,1082.2
6558,1114.4
6559,849.7
6560,1171.1
6561,1104.9
6562,801.3
6563,832.4
6564,762.7
6565,803.2
6566,1050.2
6567,1074.4
6568,923.6
6569,761.1
6570,556.6
6571,887.4
6572,1051.7
6573,634.1
6574,747.6
6575,877.9
6576,802.9
6577,612.2
6578,769.7
6579,896.7
6580,859.4
6581,1012.7
6582,624.0
6583,767.1
6584,595.9
6585,468.1
6586,386.0
6587,485.6
6588,544.1
6589,563.5
6590,316.7
6591,562.3
6592,857.3
6593,584.2
6594,758.1
6595,684.0
6596,602.7
6597,781.0
6598,599.1
6599,551.3
6600,546.3
6601,440.1
6602,239.4
6603,500.8
6604,510.5
6605,486.2
6606,534.3
6607,306.0
6608,466.7
6609,282.0
6610,292.9
6611,372.5
6612,134.6
6613,200.0
6614,154.4
6615,96.0
6616,197.1
6617,111.0
6618,122.3
6619,93.7
6620,39.4
6621,62.3
6622,170.4
6623,83.6
6624,229.3
6625,297.5
6626,283.5
6627,424.7
6628,279.6
6629,277.5
6630,387.0
6631,234.0
6632,198.4
6633,263.4
6634,229.5
6635,183.8
6636,190.8
6637,133.5
6638,180.1
6639,285.8
6640,236.7
6641,192.0
6642,206.6
6643,96.0
6644,200.1
6645,168.9
6646,167.8
6647,130.3
6648,164.2
6649,107.6
6650,143.0
6651,113.3
6652,19.4
6653,112.0
6654,129.9
6655,48.4
6656,105.7
6657,51.4
6658,137.3
6659,108.0
6660,80.7
6661,48.6
6662,68.4
6663,67.2
6664,53.7
6665,45.5
6666,72.6
6667,82.8
6668,83.2
6669,40.8
6670,36.0
6671,5.9
6672,49.7
6673,16.4
6674,0.2
6675,1.0
6676,0.2
6677,2.9
6678,35.6
6679,155.6
6680,42.1
6681,22.3
6682,1.9
6683,148.3
6684,83.0
6685,94.5
6686,103.4
6687,182.8
6688,91.4
6689,345.1
6690,85.9
6691,37.1
6692,34.7
6693,156.2
6694,163.8
6695,121.9
6696,243.0
6697,272.1
6698,221.9
6699,324.9
6700,210.0
6701,173.5
6702,183.2
6703,90.6
6704,287.2
6705,220.9
6706,-5.5
6707,-2.3
6708,-1.3
6709,-2.9
6710,-2.1
6711,-1.9
6712,0.0
6713,-0.2
6714,-0.2
6715,-0.4
6716,-0.2
6717,0.0
6718,-0.8
6719,-0.6
6720,-0.6
6721,-0.2
6722,-0.6
6723,-0.4
6724,0.2
6725,0.2
6726,-0.4
6727,-0.2
6728,-0.6
6729,-1.0
6730,-0.4
6731,-0.8
6732,-0.2
6733,-0.8
6734,0.2
6735,-0.6
6736,-0.4
6737,0.2
6738,-0.6
6739,-0.2
6740,-0.2
6741,-0.2
6742,-0.8
6743,-0.4
6744,-0.2
6745,-0.4
6746,-0.4
6747,0.0
6748,-0.6
6749,0.0
6750,-0.4
6751,-0.4
6752,0.0
6753,-0.2
6754,-0.6
6755,-0.6
6756,0.0
6757,0.0
6758,0.0
6759,0.2
6760,-0.8
6761,-0.4
6762,-0.2
6763,-0.2
6764,0.0
6765,-0.2
6766,0.0
6767,0.2
6768,-0.2
6769,-0.6
6770,-0.2
6771,-0.6
6772,-0.4
6773,-0.2
6774,-0.4
6775,-0.6
6776,0.0
6777,-0.2
6778,-0.6
6779,-0.2
6780,0.2
6781,-0.2
6782,-0.2
6783,-0.2
6784,-0.4
6785,-0.8
6786,0.0
6787,-1.0
6788,0.2
6789,-1.0
6790,0.0
6791,-0.4
6792,-0.8
6793,-0.4
6794,-1.0
6795,-0.2
6796,0.0
6797,-0.4
6798,-0.6
6799,-0.4
6800,-0.4
6801,-0.8
6802,-0.4
6803,-0.4
6804,-0.4
6805,-1.1
6806,-0.6
6807,-0.4
6808,-0.6
6809,-0.2
6810,-0.6
6811,-0.2
6812,-0.8
6813,0.0
6814,-0.2
6815,-0.6
6816,-0.8
6817,-0.4
6818,-0.8
6819,-0.4
6820,-0.4
6821,-0.6
6822,-0.6
6823,-0.2
6824,-0.6
6825,-0.4
6826,-0.6
6827,-0.2
6828,-0.2
6829,0.0
6830,-0.2
6831,-0.8
6832,-0.2
6833,-0.4
6834,-0.6
6835,-0.4
6836,-0.6
6837,-0.4
6838,-2.7
6839,910.3
6840,1216.8
6841,1262.0
6842,1347.1
6843,894.6
6844,956.9
6845,943.6
6846,850.1
6847,602.3
6848,825.5
6849,680.2
6850,1047.2
6851,681.7
6852,689.0
6853,800.6
6854,654.1
6855,522.3
6856,517.6
6857,494.7
6858,572.1
6859,527.9
6860,585.4
6861,623.1
6862,388.1
6863,414.2
6864,466.9
6865,693.0
6866,755.4
6867,635.3
6868,884.0
6869,974.4
6870,757.9
6871,758.9
6872,894.1
6873,726.3
6874,1132.1
6875,1281.8
6876,1156.5
6877,1338.9
6878,1246.0
6879,1003.9
6880,1083.2
6881,868.5
6882,922.4
6883,1105.6
6884,932.7
6885,775.8
6886,990.8
6887,756.6
6888,1494.9
6889,1127.2
6890,1073.5
6891,1549.9
6892,1543.8
6893,1466.5
6894,1118.2
6895,1222.2
6896,1049.6
6897,677.4
6898,805.5
6899,1258.9
6900,1226.0
6901,1023.6
6902,1243.9
6903,949.3
6904,868.7
6905,714.9
6906,1063.2
6907,951.8
6908,800.0
6909,1075.5
6910,1026.0
6911,946.4
6912,1296.3
6913,1294.2
6914,1552.2
6915,1471.5
6916,1207.9
6917,993.9
6918,1290.0
6919,844.7
6920,1398.9
6921,747.4
6922,942.1
6923,896.9
6924,1486.3
6925,1027.6
6926,1328.4
6927,1055.2
6928,908.7
6929,1477.4
6930,1048.9
6931,1036.7
6932,1153.2
6933,702.1
6934,768.2
6935,896.0
6936,761.5
6937,953.3
6938,1066.8
6939,879.0
6940,670.1
6941,1235.7
6942,1059.9
6943,1546.7
6944,1476.0
6945,1504.4
6946,1393.0
6947,1046.0
6948,1453.9
6949,1043.0
6950,1555.6
6951,1393.9
6952,1414.7
6953,1256.6
6954,977.1
6955,1388.6
6956,1539.1
6957,1464.8
6958,1360.8
6959,1352.4
6960,1294.4
6961,762.7
6962,723.1
6963,1092.5
6964,626.3
6965,1182.6
6966,1187.5
6967,1056.5
6968,1549.5
6969,1285.4
6970,1545.1
6971,1549.9
6972,1558.9
6973,1478.9
6974,1544.2
6975,1550.7
6976,1545.1
6977,1417.6
6978,1542.7
6979,1457.4
6980,1344.4
6981,1074.0
6982,1120.3
6983,1107.9
6984,1275.3
6985,1211.5
6986,1407.7
6987,1129.1
6988,1309.0
6989,1245.0
6990,1292.8
6991,1153.4
6992,1259.3
6993,1156.3
6994,978.6
6995,1067.9
6996,838.1
6997,974.2
6998,864.9
6999,950.4
7000,846.8
7001,758.5
7002,778.7
7003,645.9
7004,580.8
7005,480.6
7006,502.2
7007,437.6
7008,482.9
7009,534.3
7010,365.2
7011,385.2
7012,404.1
7013,322.0
7014,382.0
7015,418.4
7016,323.9
7017,403.5
7018,550.5
7019,625.6
7020,650.3
7021,640.6
7022,496.6
7023,600.4
7024,737.5
7025,790.7
7026,660.6
7027,869.7
7028,805.9
7029,1009.7
7030,870.1
7031,912.2
7032,944.0
7033,860.9
7034,838.7
7035,1017.3
7036,922.4
7037,879.4
7038,954.6
7039,774.9
7040,984.7
7041,1113.4
7042,834.8
7043,1050.8
7044,968.7
7045,1391.3
7046,1209.2
7047,1139.2
7048,1003.4
7049,1072.9
7050,1173.8
7051,1214.2
7052,1052.1
7053,916.2
7054,1054.8
7055,952.9
7056,1268.5
7057,1045.6
7058,1288.3
7059,1234.2
7060,1455.6
7061,1258.0
7062,1545.3
7063,1429.2
7064,1366.0
7065,1330.0
7066,1539.4
7067,1535.8
7068,1553.9
7069,1551.0
7070,1555.0
7071,1535.4
7072,1541.1
7073,1545.7
7074,1544.6
7075,1533.3
7076,1550.5
7077,1549.5
7078,1552.6
7079,1544.2
7080,1539.6
7081,1433.6
7082,1547.2
7083,1560.6
7084,1558.1
7085,1489.7
7086,1235.7
7087,1343.5
7088,1554.3
7089,1543.8
7090,1535.8
7091,1551.4
7092,1555.6
7093,1553.5
7094,1547.6
7095,1557.1
7096,1546.1
7097,1554.1
7098,1557.9
7099,1552.8
7100,1558.3
7101,1545.3
7102,1543.1
7103,1556.6
7104,1547.2
7105,1550.3
7106,1548.0
7107,1539.4
7108,1560.0
7109,1549.5
7110,1545.9
7111,1547.6
7112,1542.9
7113,1536.8
7114,1549.3
7115,1542.3
7116,1556.2
7117,1546.9
7118,1549.3
7119,1548.6
7120,1549.5
7121,1554.9
7122,1550.3
7123,1541.0
7124,1556.4
7125,1548.6
7126,1553.5
7127,1551.6
7128,1553.0
7129,1557.5
7130,1532.4
7131,1553.7
7132,1550.7
7133,1544.6
7134,1550.7
7135,1546.3
7136,1542.7
7137,1545.1
7138,1536.0
7139,1556.0
7140,1542.7
7141,1545.9
7142,1558.3
7143,1544.6
7144,1554.3
7145,1547.2
7146,1562.9
7147,1545.0
7148,1551.4
7149,1554.9
7150,1560.6
7151,1556.0
7152,1542.3
7153,1548.2
7154,1541.3
7155,1558.3
7156,1544.2
7157,1550.5
7158,1552.0
7159,1549.0
7160,1558.9
7161,1552.2
7162,1549.5
7163,1549.3
7164,1541.1
7165,1549.7
7166,1554.3
7167,1552.4
7168,1546.7
7169,1534.1
7170,1549.1
7171,1556.8
7172,1548.0
7173,1552.4
7174,1548.4
7175,1541.5
7176,1519.6
7177,1563.2
7178,1551.4
7179,1551.6
7180,1538.3
7181,1561.3
7182,1551.8
7183,1552.6
7184,1543.1
7185,1537.9
7186,1553.7
7187,1555.2
7188,1556.0
7189,1533.0
7190,1537.1
7191,1533.9
7192,1549.7
7193,1538.5
7194,1550.9
7195,1541.9
7196,1572.8
7197,1549.0
7198,1546.5
7199,1547.8
7200,1560.8
7201,1547.1
7202,1561.1
7203,1554.5
7204,1545.7
7205,1551.0
7206,1549.9
7207,1558.3
7208,1559.6
7209,1542.9
7210,1564.8
7211,1565.0
7212,1551.6
7213,1538.5
7214,1542.1
7215,1537.5
7216,1561.1
7217,1535.4
7218,1549.9
7219,1556.8
7220,1547.6
7221,1559.2
7222,1546.3
7223,1556.6
7224,1549.5
7225,1557.1
7226,1551.4
7227,1561.9
7228,1530.9
7229,1551.0
7230,1548.0
7231,1556.2
7232,1554.3
7233,1557.9
7234,1566.1
7235,1545.0
7236,1559.2
7237,1546.7
7238,1544.8
7239,1557.5
7240,1539.2
7241,1544.4
7242,1550.1
7243,1564.2
7244,1574.5
7245,1544.6
7246,1551.2
7247,1537.0
7248,1566.9
7249,1553.9
7250,1555.2
7251,1538.7
7252,1555.4
7253,1547.8
7254,1537.0
7255,1542.9
7256,1553.7
7257,1539.6
7258,1549.7
7259,1559.8
7260,1541.3
7261,1557.0
7262,1563.0
7263,1559.4
7264,1546.3
7265,1557.7
7266,1563.8
7267,1542.3
7268,1536.0
7269,1543.4
7270,1558.9
7271,1534.7
7272,1541.1
7273,1538.7
7274,1543.4
7275,1547.8
7276,1563.2
7277,1547.8
7278,1557.3
7279,1521.3
7280,1558.9
7281,1559.8
7282,1541.1
7283,1546.7
7284,1545.0
7285,1547.1
7286,1555.2
7287,1557.9
7288,1541.3
7289,1542.7
7290,1536.8
7291,1557.3
7292,1558.9
7293,1553.7
7294,1558.3
7295,1556.0
7296,1551.0
7297,1565.1
7298,1534.5
7299,1551.6
7300,1554.5
7301,1545.9
7302,1548.8
7303,1558.9
7304,1549.3
7305,1550.1
7306,1545.1
7307,1527.4
7308,1524.4
7309,1540.8
7310,1562.3
7311,1549.5
7312,1558.3
7313,1552.6
7314,1545.9
7315,1543.8
7316,1557.7
7317,1537.9
7318,1553.7
7319,1562.1
7320,1544.6
7321,1533.9
7322,1553.3
7323,1559.6
7324,1551.2
7325,1540.2
7326,1564.2
7327,1551.6
7328,1554.5
7329,1546.9
7330,1538.9
7331,1549.9
7332,1565.7
7333,1549.5
7334,1545.3
7335,1551.4
7336,1576.6
7337,1538.9
7338,1546.1
7339,1561.3
7340,1555.4
7341,1559.2
7342,1556.6
7343,1544.0
7344,1545.7
7345,1554.5
7346,1550.7
7347,1537.9
7348,1546.1
7349,1548.0
7350,1553.1
7351,1551.0
7352,1539.1
7353,1532.8
7354,1527.6
7355,1555.2
7356,1539.1
7357,1538.5
7358,1537.7
7359,1551.8
7360,1551.6
7361,1553.1
7362,1557.7
7363,1544.2
7364,1561.3
7365,1547.8
7366,1553.5
7367,1546.5
7368,1558.1
7369,1549.3
7370,1564.0
7371,1548.6
7372,1546.3
7373,1567.6
7374,1550.3
7375,1547.6
7376,1560.2
7377,1556.4
7378,1541.3
7379,1560.0
7380,1553.7
7381,1546.9
7382,1557.5
7383,1543.4
7384,1546.7
7385,1546.9
7386,1542.1
7387,1546.3
7388,1545.1
7389,1560.6
7390,1540.0
7391,1559.0
7392,1541.9
7393,1568.4
7394,1557.3
7395,1554.7
7396,1556.2
7397,1552.0
7398,1557.9
7399,1544.0
7400,1541.0
7401,1556.2
7402,1553.3
7403,1565.1
7404,1556.2
7405,1554.1
7406,1524.8
7407,1552.6
7408,1545.7
7409,1545.7
7410,1560.6
7411,1542.1
7412,1558.9
7413,1549.9
7414,1545.3
7415,1555.6
7416,1536.4
7417,1554.1
7418,1562.1
7419,1548.4
7420,1533.7
7421,1550.7
7422,1547.6
7423,1545.1
7424,1568.0
7425,1556.8
7426,1543.4
7427,1533.9
7428,1544.4
7429,1547.8
7430,1550.3
7431,1546.7
7432,1553.1
7433,1556.6
7434,1541.7
7435,1549.3
7436,1544.4
7437,1543.4
7438,1550.5
7439,1536.6
7440,1548.2
7441,1538.5
7442,1547.4
7443,1555.2
7444,1576.2
7445,1550.3
7446,1543.2
7447,1545.7
7448,1567.6
7449,1561.7
7450,1541.0
7451,1554.3
7452,1553.3
7453,1541.3
7454,1550.9
7455,1554.5
7456,1545.1
7457,1540.0
7458,1556.2
7459,1548.6
7460,1557.7
7461,1539.6
7462,1549.0
7463,1549.1
7464,1538.5
7465,1548.4
7466,1537.5
7467,1542.5
7468,1544.0
7469,1549.0
7470,1536.0
7471,1555.4
7472,1544.6
7473,1558.3
7474,1540.0
7475,1563.6
7476,1567.2
7477,1554.9
7478,1569.0
7479,1541.0
7480,1572.4
7481,1552.4
7482,1546.5
7483,1577.5
7484,1546.5
7485,1543.4
7486,1554.9
7487,1536.2
7488,1560.6
7489,1561.3
7490,1542.9
7491,1536.4
7492,1560.2
7493,1541.5
7494,1564.6
7495,1540.4
7496,1542.7
7497,1540.8
7498,1562.1
7499,1537.3
7500,1537.9
7501,1557.9
7502,1547.6
7503,1548.8
7504,1550.9
7505,1551.0
7506,1556.4
7507,1550.7
7508,1542.3
7509,1549.0
7510,1546.1
7511,1548.2
7512,1545.1
7513,1552.0
7514,1553.7
7515,1560.8
7516,1554.3
7517,1567.8
7518,1553.0
7519,1545.5
7520,1537.9
7521,1551.6
7522,1551.0
7523,1558.1
7524,1561.1
7525,1557.5
7526,1553.9
7527,1537.1
7528,1542.5
7529,1547.4
7530,1552.2
7531,1514.7
7532,1561.1
7533,1559.2
7534,1557.5
7535,1565.1
7536,1539.2
7537,1548.4
7538,1556.6
7539,1544.4
7540,1555.0
7541,1549.7
7542,1532.2
7543,1542.9
7544,1535.1
7545,1558.1
7546,1545.1
7547,1551.0
7548,1544.2
7549,1535.4
7550,1550.3
7551,1548.4
7552,1550.9
7553,1543.2
7554,1536.6
7555,1547.6
7556,1557.9
7557,1560.4
7558,1555.8
7559,1541.1
7560,1543.6
7561,1556.2
7562,1552.0
7563,1545.9
7564,1545.1
7565,1549.3
7566,1026.4
7567,1542.3
7568,1537.7
7569,1559.6
7570,1537.1
7571,1556.4
7572,1561.5
7573,1545.0
7574,1548.8
7575,1546.7
7576,1545.1
7577,1537.5
7578,1544.0
7579,1539.4
7580,1544.8
7581,1540.6
7582,1541.5
7583,1548.8
7584,1579.4
7585,1541.1
7586,1545.9
7587,1565.5
7588,1536.0
7589,1534.7
7590,1543.1
7591,1562.5
7592,1547.6
7593,1561.3
7594,1538.9
7595,1563.4
7596,1556.6
7597,1556.8
7598,1553.5
7599,1552.0
7600,1534.1
7601,1557.3
7602,1545.3
7603,1546.3
7604,1556.8
7605,1542.7
7606,1544.0
7607,1541.9
7608,1559.2
7609,1552.2
7610,1548.6
7611,1497.0
7612,1543.1
7613,1557.9
7614,1541.7
7615,1549.0
7616,1553.1
7617,1552.2
7618,1549.3
7619,1556.2
7620,1557.1
7621,1571.2
7622,1555.4
7623,1552.4
7624,1557.5
7625,1555.0
7626,1564.2
7627,1553.7
7628,1548.4
7629,1542.9
7630,1542.3
7631,1545.3
7632,1562.9
7633,1539.4
7634,1538.7
7635,1555.8
7636,1554.1
7637,1551.2
7638,1554.5
7639,1543.2
7640,1539.6
7641,1545.1
7642,1570.1
7643,1547.8
7644,1554.7
7645,1540.4
7646,1542.5
7647,1550.1
7648,1554.3
7649,1553.3
7650,1353.4
7651,1543.6
7652,1545.7
7653,1545.5
7654,1543.8
7655,1523.1
7656,1546.9
7657,1544.0
7658,1548.4
7659,1564.2
7660,1553.9
7661,1565.5
7662,1542.3
7663,1552.2
7664,1551.6
7665,1533.5
7666,1557.1
7667,1547.8
7668,1544.6
7669,1549.0
7670,1552.4
7671,1552.6
7672,1551.8
7673,1540.2
7674,1553.9
7675,1536.8
7676,1530.7
7677,1535.8
7678,1548.0
7679,1552.4
7680,1332.1
7681,1548.0
7682,1550.7
7683,1448.2
7684,1540.0
7685,1340.1
7686,1550.9
7687,1547.2
7688,1551.0
7689,1532.0
7690,1552.8
7691,1542.9
7692,1562.7
7693,1534.1
7694,1536.2
7695,1547.1
7696,1565.3
7697,1545.5
7698,1553.3
7699,1560.6
7700,1550.3
7701,1532.0
7702,1555.4
7703,1541.9
7704,1544.0
7705,1516.2
7706,1564.4
7707,1557.5
7708,1528.4
7709,1560.8
7710,1553.9
7711,1554.5
7712,1566.1
7713,1533.7
7714,1543.6
7715,1551.2
7716,1551.4
7717,1545.0
7718,1565.7
7719,1545.1
7720,1555.6
7721,1556.0
7722,1545.3
7723,1558.3
7724,1540.6
7725,1547.2
7726,1560.6
7727,1535.2
7728,1528.2
7729,1560.2
7730,1531.8
7731,1551.2
7732,1555.2
7733,1545.9
7734,1542.7
7735,1542.3
7736,1409.0
7737,1550.3
7738,1544.0
7739,1541.0
7740,1572.9
7741,1562.5
7742,1553.9
7743,1569.3
7744,1549.0
7745,1553.0
7746,1549.5
7747,1556.2
7748,1543.2
7749,1549.7
7750,1541.7
7751,1551.2
7752,1541.3
7753,1543.1
7754,1555.4
7755,1535.8
7756,1546.1
7757,1543.4
7758,1543.8
7759,1546.5
7760,1536.8
7761,1544.8
7762,1535.8
7763,1456.4
7764,1561.1
7765,1544.2
7766,1553.3
7767,1546.9
7768,1534.9
7769,1564.2
7770,1557.1
7771,1553.5
7772,1536.6
7773,1538.3
7774,1553.5
7775,1552.6
7776,1539.6
7777,1548.6
7778,1549.9
7779,1546.5
7780,1535.1
7781,1550.3
7782,1557.0
7783,1536.6
7784,1549.9
7785,1542.9
7786,1555.2
7787,1553.1
7788,1559.6
7789,1475.1
7790,1558.7
7791,1536.8
7792,1548.6
7793,1539.1
7794,1465.9
7795,1535.8
7796,1560.0
7797,1512.6
7798,1551.2
7799,1559.4
7800,1543.4
7801,1536.6
7802,1552.4
7803,1539.2
7804,1545.7
7805,1544.4
7806,1556.0
7807,1558.3
7808,1563.2
7809,1544.8
7810,1536.4
7811,1559.0
7812,1536.6
7813,1558.5
7814,1547.8
7815,1382.9
7816,769.1
7817,1556.0
7818,1544.0
7819,1539.6
7820,1556.4
7821,1557.3
7822,1553.9
7823,1539.4
7824,1529.2
7825,1552.8
7826,1543.8
7827,1546.7
7828,1536.6
7829,1552.4
7830,1536.6
7831,1535.2
7832,1556.4
7833,1574.5
7834,1537.7
7835,1557.3
7836,1525.5
7837,1530.3
7838,1475.4
7839,1563.8
7840,1548.4
7841,1329.8
7842,1537.0
7843,1553.3
7844,1565.9
7845,1553.9
7846,1543.2
7847,1547.2
7848,1563.6
7849,1047.4
7850,1545.9
7851,1530.5
7852,1536.8
7853,1552.0
7854,1540.2
7855,1550.3
7856,1548.8
7857,1554.1
7858,1541.9
7859,1551.2
7860,1543.4
7861,1553.7
7862,1541.9
7863,1544.6
7864,1547.2
7865,1558.5
7866,1112.7
7867,1475.1
7868,968.5
7869,1554.3
7870,1550.1
7871,1551.4
7872,1536.2
7873,1537.9
7874,1540.6
7875,1545.7
7876,1328.8
7877,1545.1
7878,1548.2
7879,1549.5
7880,1547.8
7881,1556.4
7882,1548.8
7883,1551.4
7884,1560.4
7885,1556.8
7886,1552.6
7887,1539.6
7888,1510.9
7889,1551.0
7890,1557.0
7891,1322.3
7892,1549.3
7893,1552.4
7894,1553.3
7895,1547.8
7896,1533.1
7897,1546.7
7898,1547.8
7899,1540.4
7900,1546.7
7901,1059.9
7902,1292.4
7903,891.2
7904,1546.9
7905,1557.3
7906,1557.0
7907,1542.7
7908,1517.5
7909,1550.5
7910,1536.4
7911,1559.6
7912,988.7
7913,1538.3
7914,1553.9
7915,1553.1
7916,1545.3
7917,1546.7
7918,1542.7
7919,1565.9
7920,1548.2
7921,1543.2
7922,1355.3
7923,1556.4
7924,1382.3
7925,1235.9
7926,750.5
7927,1154.8
7928,1542.5
7929,1548.8
7930,1554.5
7931,1555.4
7932,1545.0
7933,1554.9
7934,1542.1
7935,1552.6
7936,1537.3
7937,1565.0
7938,1545.9
7939,1547.1
7940,1559.6
7941,1282.0
7942,1538.3
7943,1541.5
7944,1556.4
7945,1538.1
7946,1546.3
7947,1531.8
7948,1563.6
7949,1548.6
7950,1394.3
7951,1263.7
7952,1543.8
7953,1515.2
7954,1565.1
7955,1544.6
7956,1550.1
7957,1549.1
7958,1234.9
7959,1175.5
7960,1559.4
7961,1541.3
7962,1574.9
7963,1536.6
7964,1538.9
7965,1540.4
7966,1548.6
7967,1555.2
7968,1545.5
7969,1549.1
7970,1546.5
7971,1566.5
7972,1557.5
7973,1552.2
7974,1552.6
7975,1536.0
7976,1545.0
7977,1562.5
7978,1550.3
7979,1546.3
7980,1546.9
7981,1555.4
7982,1560.0
7983,1525.9
7984,1481.9
7985,1565.7
7986,1559.2
7987,1542.1
7988,1551.0
7989,1548.6
7990,1553.9
7991,1545.0
7992,1122.8
7993,1541.5
7994,1545.5
7995,1547.2
7996,1557.3
7997,1544.4
7998,1544.4
7999,1535.8
8000,1548.2
8001,1555.4
8002,1550.7
8003,1557.3
8004,1546.9
8005,1084.1
8006,1361.2
8007,1540.2
8008,1554.5
8009,1229.2
8010,1562.7
8011,1391.1
8012,1552.4
8013,1534.1
8014,1545.1
8015,1546.5
8016,1548.0
8017,1552.6
