,功率
11919,957.9
11920,1305.0
11921,1166.4
11922,1222.2
11923,1000.9
11924,1121.4
11925,1359.3
11926,1130.2
11927,1383.1
11928,1408.2
11929,1318.9
11930,1119.9
11931,1250.2
11932,1466.7
11933,965.3
11934,1250.0
11935,983.6
11936,1249.8
11937,1295.3
11938,1192.5
11939,1076.3
11940,1249.8
11941,1453.9
11942,1206.6
11943,1282.2
11944,1375.7
11945,1271.7
11946,1362.9
11947,1442.9
11948,1408.2
11949,1543.2
11950,1552.6
11951,1566.7
11952,1552.0
11953,1546.7
11954,1540.0
11955,1533.1
11956,1553.9
11957,1361.0
11958,1559.8
11959,1500.0
11960,1234.9
11961,1361.4
11962,1537.7
11963,1516.0
11964,1407.7
11965,1565.1
11966,1230.0
11967,1334.9
11968,1205.0
11969,1317.4
11970,1507.1
11971,1546.9
11972,1547.4
11973,1292.3
11974,1554.9
11975,1476.2
11976,1357.8
11977,1545.7
11978,1544.8
11979,1557.5
11980,1368.6
11981,1120.7
11982,1218.6
11983,1330.3
11984,1478.1
11985,1544.0
11986,1513.2
11987,1482.1
11988,1228.1
11989,1349.4
11990,1471.1
11991,1274.4
11992,1326.0
11993,1350.7
11994,1520.8
11995,1441.9
11996,1426.5
11997,1426.5
11998,1157.2
11999,1553.3
12000,1560.0
12001,1544.8
12002,1541.3
12003,1544.6
12004,1551.0
12005,1534.3
12006,1551.0
12007,1546.7
12008,1554.7
12009,1537.9
12010,1551.6
12011,1545.7
12012,1542.9
12013,1549.1
12014,1548.6
12015,1557.3
12016,1549.7
12017,1556.2
12018,1552.0
12019,1509.0
12020,1536.4
12021,1538.5
12022,1376.2
12023,1372.4
12024,1374.7
12025,917.1
12026,1543.2
12027,1537.3
12028,1397.2
12029,1263.7
12030,1169.6
12031,1367.5
12032,749.7
12033,1537.7
12034,1383.1
12035,1541.9
12036,1248.8
12037,1032.3
12038,1208.5
12039,1309.0
12040,1232.8
12041,1537.7
12042,1393.9
12043,1538.1
12044,1564.2
12045,976.3
12046,1552.2
12047,1553.9
12048,1426.7
12049,1033.7
12050,1359.3
12051,1168.9
12052,1037.7
12053,750.1
12054,1055.6
12055,686.7
12056,753.9
12057,649.7
12058,557.0
12059,746.5
12060,557.6
12061,912.2
12062,657.2
12063,431.9
12064,690.3
12065,883.4
12066,497.0
12067,639.3
12068,1015.0
12069,888.5
12070,865.7
12071,1189.4
12072,991.8
12073,909.9
12074,1042.4
12075,935.8
12076,800.8
12077,455.5
12078,797.5
12079,504.4
12080,787.8
12081,883.2
12082,663.3
12083,764.8
12084,810.5
12085,635.5
12086,498.9
12087,569.2
12088,578.3
12089,607.3
12090,449.2
12091,579.7
12092,423.7
12093,618.1
12094,305.3
12095,541.4
12096,584.8
12097,615.1
12098,948.3
12099,609.4
12100,720.2
12101,743.2
12102,597.9
12103,482.9
12104,751.8
12105,592.6
12106,1098.4
12107,1284.4
12108,1068.9
12109,589.6
12110,586.1
12111,655.3
12112,650.9
12113,533.0
12114,435.5
12115,765.0
12116,717.5
12117,1089.3
12118,545.2
12119,595.7
12120,444.5
12121,919.2
12122,1283.3
12123,1273.2
12124,1302.9
12125,1468.8
12126,1548.0
12127,1323.7
12128,1177.2
12129,980.9
12130,768.4
12131,587.9
12132,1088.1
12133,771.6
12134,619.3
12135,873.7
12136,827.8
12137,560.8
12138,739.1
12139,1085.3
12140,729.9
12141,981.5
12142,779.8
12143,682.9
12144,877.9
12145,658.3
12146,563.1
12147,381.2
12148,264.9
12149,614.1
12150,587.7
12151,459.3
12152,507.7
12153,341.1
12154,497.0
12155,350.8
12156,334.6
12157,576.4
12158,1027.0
12159,968.5
12160,686.3
12161,504.6
12162,534.2
12163,634.3
12164,404.5
12165,342.2
12166,592.2
12167,755.4
12168,607.7
12169,444.8
12170,1039.7
12171,1057.1
12172,796.9
12173,585.0
12174,614.7
12175,729.5
12176,1130.2
12177,1211.1
12178,1007.0
12179,850.5
12180,766.7
12181,703.6
12182,659.6
12183,623.5
12184,528.4
12185,1178.6
12186,823.8
12187,665.4
12188,1086.2
12189,1186.4
12190,741.5
12191,525.4
12192,920.2
12193,1237.2
12194,784.8
12195,564.6
12196,564.2
12197,386.6
12198,707.1
12199,553.8
12200,678.9
12201,781.9
12202,492.8
12203,819.6
12204,582.1
12205,546.0
12206,504.4
12207,501.4
12208,1150.4
12209,552.1
12210,947.8
12211,931.6
12212,733.5
12213,550.7
12214,522.0
12215,1470.9
12216,1387.3
12217,1091.5
12218,1536.4
12219,865.3
12220,526.3
12221,647.5
12222,628.6
12223,1059.6
12224,749.5
12225,928.0
12226,1058.8
12227,662.5
12228,328.7
12229,1228.1
12230,339.9
12231,542.9
12232,752.4
12233,717.0
12234,788.8
12235,454.7
12236,655.3
12237,677.7
12238,725.7
12239,613.9
12240,402.2
12241,1238.7
12242,1104.3
12243,1205.8
12244,940.0
12245,808.9
12246,1324.8
12247,959.8
12248,1547.4
12249,1055.6
12250,730.1
12251,407.7
12252,778.5
12253,895.4
12254,768.0
12255,1013.8
12256,1087.0
12257,963.4
12258,843.0
12259,607.3
12260,848.7
12261,455.3
12262,418.9
12263,350.2
12264,615.5
12265,823.2
12266,747.2
12267,603.5
12268,1096.7
12269,1153.1
12270,1065.1
12271,577.6
12272,770.3
12273,922.3
12274,677.5
12275,374.4
12276,870.5
12277,773.0
12278,692.2
12279,638.5
12280,1457.9
12281,1312.3
12282,1066.4
12283,670.9
12284,515.5
12285,1054.8
12286,1554.1
12287,887.2
12288,788.0
12289,431.9
12290,663.1
12291,784.8
12292,686.1
12293,486.0
12294,671.3
12295,689.5
12296,988.1
12297,716.4
12298,605.8
12299,804.9
12300,882.3
12301,570.9
12302,699.3
12303,395.3
12304,584.4
12305,1162.8
12306,1211.9
12307,1075.9
12308,510.9
12309,349.8
12310,736.2
12311,867.4
12312,1121.1
12313,927.0
12314,547.7
12315,581.8
12316,398.4
12317,482.5
12318,646.7
12319,739.1
12320,828.6
12321,1375.1
12322,892.2
12323,1217.0
12324,1409.6
12325,759.2
12326,695.3
12327,494.0
12328,766.3
12329,738.3
12330,1123.3
12331,1061.6
12332,642.9
12333,948.9
12334,865.7
12335,827.4
12336,568.4
12337,538.3
12338,1026.4
12339,587.5
12340,805.3
12341,1032.5
12342,735.1
12343,752.2
12344,711.4
12345,618.5
12346,714.3
12347,817.9
12348,1019.8
12349,530.9
12350,1406.9
12351,1146.4
12352,997.9
12353,994.0
12354,587.5
12355,821.5
12356,1114.4
12357,702.3
12358,348.5
12359,603.5
12360,488.1
12361,760.4
12362,786.3
12363,1103.7
12364,743.4
12365,736.6
12366,1553.0
12367,816.9
12368,605.6
12369,345.2
12370,556.8
12371,743.6
12372,1013.1
12373,785.9
12374,694.9
12375,926.1
12376,594.9
12377,655.6
12378,391.9
12379,215.6
12380,193.3
12381,281.3
12382,729.5
12383,927.0
12384,489.2
12385,471.1
12386,1086.4
12387,696.4
12388,1045.6
12389,1114.4
12390,773.9
12391,401.4
12392,460.6
12393,501.6
12394,599.5
12395,718.3
12396,692.0
12397,771.2
12398,863.4
12399,419.3
12400,265.8
12401,482.7
12402,225.7
12403,1002.8
12404,633.9
12405,692.8
12406,693.4
12407,756.2
12408,1221.8
12409,1006.6
12410,1047.9
12411,660.4
12412,877.9
12413,1151.5
12414,729.0
12415,1332.6
12416,889.1
12417,775.2
12418,1225.0
12419,1020.9
12420,573.6
12421,1549.0
12422,1190.4
12423,843.6
12424,1452.2
12425,1254.2
12426,921.5
12427,886.5
12428,539.9
12429,558.7
12430,403.3
12431,836.9
12432,502.5
12433,902.1
12434,731.1
12435,486.7
12436,329.6
12437,268.7
12438,272.9
12439,648.8
12440,507.1
12441,457.2
12442,694.7
12443,635.7
12444,495.5
12445,591.3
12446,476.8
12447,475.7
12448,1357.4
12449,734.9
12450,447.3
12451,623.1
12452,336.3
12453,302.6
12454,1300.8
12455,1004.5
12456,661.7
12457,1139.2
12458,518.0
12459,746.1
12460,574.7
12461,558.9
12462,751.6
12463,1010.8
12464,368.3
12465,658.5
12466,613.9
12467,521.8
12468,511.7
12469,620.0
12470,628.6
12471,819.0
12472,1112.1
12473,840.2
12474,599.9
12475,800.8
12476,1127.5
12477,542.9
12478,792.2
12479,884.2
12480,643.3
12481,709.9
12482,625.9
12483,814.8
12484,703.1
12485,530.5
12486,934.2
12487,609.2
12488,710.3
12489,1156.9
12490,880.9
12491,932.7
12492,1023.9
12493,972.0
12494,695.4
12495,578.3
12496,354.8
12497,719.8
12498,327.7
12499,287.9
12500,418.8
12501,302.6
12502,1310.2
12503,1218.8
12504,1338.0
12505,1220.3
12506,1383.1
12507,1320.6
12508,1183.3
12509,872.0
12510,569.4
12511,433.0
12512,887.8
12513,726.1
12514,570.1
12515,315.9
12516,664.4
12517,645.9
12518,927.8
12519,703.3
12520,1275.5
12521,1180.5
12522,1130.6
12523,924.7
12524,508.4
12525,611.3
12526,874.1
12527,535.9
12528,659.1
12529,654.3
12530,446.9
12531,234.2
12532,363.5
12533,977.3
12534,1024.7
12535,917.3
12536,395.9
12537,495.9
12538,279.9
12539,365.6
12540,336.9
12541,359.5
12542,493.2
12543,444.3
12544,590.9
12545,663.6
12546,601.6
12547,549.0
12548,608.2
12549,523.9
12550,425.4
12551,626.1
12552,626.1
12553,348.5
12554,233.8
12555,325.4
12556,535.5
12557,647.7
12558,628.0
12559,477.2
12560,452.3
12561,605.0
12562,603.3
12563,524.6
12564,406.9
12565,517.2
12566,555.1
12567,516.6
12568,500.1
12569,649.9
12570,603.3
12571,497.4
12572,505.4
12573,514.9
12574,472.5
12575,538.3
12576,513.8
12577,513.6
12578,533.6
12579,523.5
12580,511.9
12581,477.2
12582,489.6
12583,346.2
12584,400.5
12585,560.4
12586,594.7
12587,527.7
12588,440.8
12589,524.1
12590,521.4
12591,533.2
12592,621.2
12593,558.9
12594,570.5
12595,451.5
12596,530.9
12597,483.9
12598,489.0
12599,524.3
12600,434.9
12601,395.1
12602,511.3
12603,530.2
12604,512.4
12605,509.8
12606,462.2
12607,438.8
12608,394.4
12609,320.7
12610,310.6
12611,289.8
12612,277.1
12613,260.3
12614,255.6
12615,276.9
12616,266.2
12617,262.4
12618,270.2
12619,270.2
12620,269.5
12621,266.2
12622,253.3
12623,253.3
12624,243.0
12625,235.8
12626,225.1
12627,212.3
12628,196.7
12629,154.1
12630,134.6
12631,116.9
12632,112.2
12633,104.7
12634,92.2
12635,73.5
12636,73.1
12637,68.6
12638,67.4
12639,63.4
12640,84.2
12641,110.3
12642,133.3
12643,137.9
12644,138.8
12645,153.1
12646,143.4
12647,125.9
12648,134.8
12649,133.5
12650,134.3
12651,119.8
12652,126.1
12653,130.1
12654,129.9
12655,132.2
12656,145.3
12657,139.6
12658,143.4
12659,134.6
12660,124.5
12661,107.4
12662,93.7
12663,82.1
12664,73.7
12665,79.8
12666,81.9
12667,80.4
12668,76.7
12669,72.6
12670,65.9
12671,57.1
12672,53.1
12673,46.7
12674,39.8
12675,45.5
12676,48.8
12677,55.4
12678,54.7
12679,59.2
12680,69.1
12681,76.9
12682,77.5
12683,75.4
12684,66.8
12685,68.7
12686,63.4
12687,59.2
12688,53.5
12689,58.3
12690,71.6
12691,63.0
12692,52.4
12693,14.7
12694,6.1
12695,-1.1
12696,-8.2
12697,-2.3
12698,-2.5
12699,-2.5
12700,-2.3
12701,-2.3
12702,-1.0
12703,-0.6
12704,-0.8
12705,-0.6
12706,-1.0
12707,-0.8
12708,-0.8
12709,-1.0
12710,-1.0
12711,-0.8
12712,-1.0
12713,-0.6
12714,-0.6
12715,-0.8
12716,-0.8
12717,-0.4
12718,-0.6
12719,-0.4
12720,-1.1
12721,-0.2
12722,-0.8
12723,-0.4
12724,-0.6
12725,-1.0
12726,-0.4
12727,-0.6
12728,-0.8
12729,-1.1
12730,-0.8
12731,-0.6
12732,-0.4
12733,-1.0
12734,-0.8
12735,-0.6
12736,-0.4
12737,-1.0
12738,-1.1
12739,-0.4
12740,-0.6
12741,-1.1
12742,-0.6
12743,-0.6
12744,-1.0
12745,-0.6
12746,-1.0
12747,-1.1
12748,-0.6
12749,-0.6
12750,-0.8
12751,-0.6
12752,-0.4
12753,-0.6
12754,-1.0
12755,-1.3
12756,-1.1
12757,-1.0
12758,-1.0
12759,-0.4
12760,-0.8
12761,-0.2
12762,0.0
12763,-0.8
12764,-0.2
12765,-0.6
12766,-0.4
12767,-1.1
12768,-0.4
12769,-0.6
12770,-1.0
12771,-1.0
12772,-0.6
12773,-0.6
12774,-1.0
12775,-0.2
12776,-0.6
12777,-0.8
12778,-0.6
12779,-0.6
12780,-0.8
12781,-1.0
12782,-1.1
12783,-0.8
12784,-0.2
12785,-0.6
12786,-0.4
12787,-0.4
12788,-0.4
12789,-0.8
12790,-1.0
12791,-0.8
12792,-1.0
12793,-0.8
12794,-0.4
12795,-0.4
12796,-1.0
12797,-0.2
12798,-0.6
12799,-1.0
12800,-1.0
12801,-0.6
12802,-0.8
12803,-0.4
12804,-0.6
12805,-0.2
12806,-0.2
12807,-0.8
12808,-0.8
12809,-0.8
12810,-0.6
12811,-1.0
12812,-1.0
12813,-0.6
12814,-1.0
12815,-0.8
12816,-0.4
12817,-1.0
12818,-0.8
12819,-0.2
12820,-0.6
12821,-0.2
12822,-0.8
12823,-1.3
12824,-0.6
12825,-0.8
12826,-0.6
12827,-0.8
12828,0.0
12829,-1.0
12830,-0.8
12831,-1.0
12832,-1.0
12833,-0.8
12834,-0.8
12835,-1.0
12836,-0.6
12837,-0.8
12838,-1.0
12839,-0.6
12840,-1.0
12841,-1.0
12842,-1.0
12843,-0.8
12844,-0.6
12845,-0.8
12846,-0.8
12847,-0.6
12848,-1.1
12849,-0.6
12850,-1.0
12851,-3.8
12852,139.6
12853,90.6
12854,99.6
12855,103.8
12856,107.6
12857,93.9
12858,96.7
12859,91.4
12860,68.0
12861,82.1
12862,89.1
12863,90.6
12864,74.6
12865,76.9
12866,84.4
12867,76.7
12868,77.3
12869,69.7
12870,75.0
12871,80.0
12872,79.8
12873,80.7
12874,67.0
12875,60.0
12876,64.6
12877,47.2
12878,37.5
12879,36.0
12880,15.6
12881,15.2
12882,10.5
12883,9.5
12884,1.5
12885,0.6
12886,0.6
12887,0.8
12888,10.7
12889,18.1
12890,32.0
12891,36.6
12892,53.7
12893,47.8
12894,60.0
12895,66.5
12896,52.7
12897,63.0
12898,69.5
12899,64.7
12900,79.0
12901,83.0
12902,90.3
12903,76.4
12904,85.9
12905,86.1
12906,79.6
12907,78.8
12908,74.8
12909,63.6
12910,48.4
12911,48.0
12912,37.9
12913,35.2
12914,37.3
12915,38.3
12916,30.1
12917,28.6
12918,29.3
12919,35.2
12920,26.3
12921,17.7
12922,19.0
12923,20.9
12924,18.3
12925,30.1
12926,24.2
12927,32.2
12928,24.6
12929,23.0
12930,30.5
12931,34.8
12932,36.0
12933,40.4
12934,35.0
12935,40.0
12936,38.3
12937,34.7
12938,34.8
12939,35.6
12940,24.4
12941,36.0
12942,31.4
12943,18.3
12944,25.3
12945,12.2
12946,11.2
12947,12.6
12948,28.2
12949,20.2
12950,25.5
12951,20.2
12952,28.6
12953,15.6
12954,18.9
12955,25.7
12956,41.7
12957,38.3
12958,37.1
12959,44.8
12960,45.9
12961,44.6
12962,50.7
12963,43.8
12964,59.6
12965,64.7
12966,63.6
12967,62.8
12968,54.8
12969,59.0
12970,65.9
12971,74.6
12972,78.1
12973,53.1
12974,55.8
12975,56.2
12976,52.0
12977,49.9
12978,44.9
12979,54.5
12980,54.3
12981,57.9
12982,57.9
12983,56.6
12984,54.8
12985,44.9
12986,41.3
12987,41.9
12988,38.3
12989,35.4
12990,42.1
12991,41.9
12992,57.3
12993,58.3
12994,61.7
12995,65.3
12996,62.3
12997,59.0
12998,73.3
12999,63.8
13000,65.5
13001,56.7
13002,50.7
13003,51.0
13004,44.4
13005,47.2
13006,57.5
13007,53.5
13008,69.7
13009,67.8
13010,79.4
13011,73.3
13012,74.3
13013,79.6
13014,92.0
13015,84.2
13016,88.9
13017,97.3
13018,99.0
13019,103.4
13020,84.9
13021,75.8
13022,88.0
13023,80.0
13024,79.6
13025,82.1
13026,71.0
13027,73.5
13028,72.0
13029,56.0
13030,54.5
13031,66.7
13032,73.7
13033,77.7
13034,69.7
13035,67.4
13036,62.7
13037,63.2
13038,61.9
13039,59.8
13040,76.2
13041,78.3
13042,82.3
13043,101.5
13044,107.6
13045,102.6
13046,112.0
13047,98.3
13048,89.7
13049,78.8
13050,86.1
13051,82.1
13052,90.8
13053,91.2
13054,88.0
13055,123.8
13056,121.5
13057,108.0
13058,99.4
13059,98.3
13060,97.1
13061,114.3
13062,141.1
13063,127.4
13064,134.3
13065,108.9
13066,120.5
13067,98.5
13068,107.4
13069,104.0
13070,100.5
13071,81.9
13072,108.0
13073,110.3
13074,87.6
13075,89.9
13076,93.7
13077,92.5
13078,95.4
13079,80.2
13080,88.4
13081,110.8
13082,128.9
13083,112.4
13084,124.7
13085,123.2
13086,132.0
13087,122.6
13088,135.0
13089,129.7
13090,130.6
13091,110.4
13092,131.0
13093,146.3
13094,154.6
13095,126.6
13096,126.1
13097,134.4
13098,145.3
13099,129.9
13100,136.0
13101,145.3
13102,134.1
13103,142.3
13104,138.4
13105,116.0
13106,152.3
13107,118.6
13108,128.0
13109,109.1
13110,115.0
13111,107.4
13112,100.5
13113,104.9
13114,67.4
13115,96.0
13116,87.0
13117,96.4
13118,93.7
13119,96.7
13120,110.8
13121,110.3
13122,106.6
13123,120.5
13124,90.6
13125,118.1
13126,140.5
13127,106.8
13128,120.7
13129,143.6
13130,121.3
13131,116.9
13132,108.5
13133,126.8
13134,124.2
13135,98.5
13136,123.2
13137,95.0
13138,130.4
13139,120.5
13140,135.4
13141,137.5
13142,145.9
13143,189.9
13144,156.2
13145,185.1
13146,176.9
13147,165.1
13148,159.0
13149,139.0
13150,146.6
13151,129.3
13152,171.6
13153,179.8
13154,171.0
13155,178.2
13156,156.9
13157,139.6
13158,153.9
13159,107.6
13160,132.3
13161,177.9
13162,183.6
13163,169.5
13164,151.2
13165,160.5
13166,178.6
13167,167.4
13168,146.3
13169,141.9
13170,174.8
13171,167.2
13172,183.8
13173,190.6
13174,195.6
13175,204.7
13176,185.3
13177,197.1
13178,179.0
13179,206.0
13180,182.6
13181,158.8
13182,211.6
13183,185.7
13184,158.8
13185,202.2
13186,174.6
13187,191.6
13188,155.6
13189,161.1
13190,198.6
13191,192.3
13192,146.8
13193,178.1
13194,175.4
13195,174.1
13196,184.5
13197,155.0
13198,159.0
13199,180.5
13200,168.1
13201,159.6
13202,164.9
13203,143.2
13204,170.4
13205,169.3
13206,173.9
13207,165.5
13208,126.3
13209,176.9
13210,142.4
13211,197.5
13212,183.8
13213,203.8
13214,185.1
13215,171.8
13216,146.6
13217,152.9
13218,172.0
13219,150.8
13220,171.8
13221,157.9
13222,182.2
13223,175.2
13224,170.8
13225,191.0
13226,200.3
13227,215.9
13228,214.6
13229,279.0
13230,294.8
13231,289.6
13232,298.8
13233,288.3
13234,268.7
13235,276.7
13236,285.3
13237,287.0
13238,317.3
13239,321.8
13240,289.3
13241,334.0
13242,291.9
13243,284.1
13244,288.3
13245,238.8
13246,250.4
13247,285.3
13248,259.2
13249,305.8
13250,283.2
13251,291.7
13252,243.9
13253,244.9
13254,301.6
13255,329.1
13256,315.2
13257,377.4
13258,303.7
13259,307.9
13260,310.2
13261,300.1
13262,279.2
13263,269.5
13264,269.1
13265,263.6
13266,307.9
13267,301.5
13268,275.6
13269,276.9
13270,263.7
13271,291.9
13272,271.2
13273,303.7
13274,280.7
13275,305.4
13276,316.1
13277,326.4
13278,285.8
13279,243.2
13280,247.7
13281,245.5
13282,235.4
13283,225.1
13284,271.6
13285,266.8
13286,260.7
13287,227.6
13288,235.2
13289,237.3
13290,291.9
13291,356.5
13292,267.6
13293,283.0
13294,276.9
13295,250.0
13296,258.2
13297,215.0
13298,247.0
13299,242.2
13300,254.0
13301,261.3
13302,274.0
13303,275.9
13304,300.1
13305,365.2
13306,298.0
13307,387.9
13308,359.0
13309,335.2
13310,294.2
13311,334.6
13312,295.0
13313,277.1
13314,331.9
13315,331.9
13316,331.2
13317,316.7
13318,349.8
13319,312.7
13320,391.1
13321,350.4
13322,319.9
13323,282.6
13324,393.4
13325,359.2
13326,344.7
13327,298.4
13328,300.3
13329,281.6
13330,315.5
13331,295.2
13332,277.8
13333,340.9
13334,292.1
13335,281.6
13336,248.3
13337,234.0
13338,243.8
13339,294.4
13340,235.0
13341,246.8
13342,252.3
13343,283.4
13344,247.6
13345,254.0
13346,306.6
13347,263.9
13348,290.4
13349,279.7
13350,276.5
13351,317.6
13352,343.3
13353,374.2
13354,334.2
13355,385.2
13356,319.7
13357,339.3
13358,387.7
13359,299.5
13360,367.3
13361,411.3
13362,293.1
13363,321.4
13364,331.2
13365,279.7
13366,346.6
13367,281.5
13368,290.4
13369,300.5
13370,260.1
13371,311.5
13372,304.3
13373,228.3
13374,220.7
13375,236.3
13376,241.3
13377,302.4
13378,244.3
13379,192.0
13380,185.7
13381,216.9
13382,184.3
13383,199.8
13384,141.3
13385,216.7
13386,199.2
13387,166.1
13388,179.8
13389,175.4
13390,178.4
13391,204.7
13392,188.5
13393,179.8
13394,151.8
13395,176.3
13396,130.6
13397,197.9
13398,174.6
13399,209.9
13400,216.9
13401,139.4
13402,145.1
13403,176.9
13404,165.9
13405,173.5
13406,87.2
13407,173.3
13408,125.3
13409,188.0
13410,170.8
13411,169.9
13412,184.5
13413,206.2
13414,178.1
13415,174.4
13416,131.0
13417,220.3
13418,192.7
13419,203.4
13420,173.5
13421,169.9
13422,153.3
13423,127.8
13424,155.8
13425,150.6
13426,184.9
13427,120.7
13428,138.8
13429,103.2
13430,142.8
13431,123.8
13432,151.6
13433,77.1
13434,121.7
13435,169.7
13436,81.1
13437,105.7
13438,61.5
13439,109.3
13440,55.0
13441,69.9
13442,51.8
13443,120.9
13444,174.2
13445,52.6
13446,164.5
13447,184.7
13448,107.0
13449,155.4
13450,170.1
13451,239.9
13452,144.2
13453,122.1
13454,143.0
13455,170.8
13456,135.4
13457,92.2
13458,89.3
13459,124.9
13460,169.9
13461,31.8
13462,27.6
13463,120.7
13464,63.6
13465,74.3
13466,15.0
13467,52.4
13468,33.1
13469,91.8
13470,70.3
13471,54.7
13472,15.0
13473,21.7
13474,7.4
13475,65.5
13476,61.7
13477,55.2
13478,-2.1
13479,53.1
13480,1.0
13481,24.9
13482,91.2
13483,60.0
13484,74.1
13485,-0.4
13486,88.2
13487,28.4
13488,87.6
13489,47.6
13490,108.2
13491,87.2
13492,47.6
13493,74.3
13494,81.7
13495,84.9
13496,111.8
13497,178.8
13498,226.6
13499,224.1
13500,54.7
13501,173.1
13502,46.7
13503,83.8
13504,175.4
13505,150.8
13506,55.2
13507,258.2
13508,428.3
13509,367.0
13510,284.5
13511,215.8
13512,123.4
13513,246.2
13514,270.0
13515,307.5
13516,239.4
13517,178.1
13518,246.6
13519,223.2
13520,124.0
13521,392.1
13522,272.3
13523,241.3
13524,374.8
13525,371.0
13526,400.7
13527,365.6
13528,349.1
13529,271.2
13530,314.4
13531,509.0
13532,559.9
13533,289.5
13534,288.1
13535,249.3
13536,278.8
13537,561.0
13538,370.2
13539,650.9
13540,539.1
13541,587.3
13542,298.0
13543,414.4
13544,343.5
13545,409.6
13546,308.1
13547,459.5
13548,235.9
13549,542.9
13550,594.7
13551,446.6
13552,382.2
13553,548.4
13554,419.7
13555,595.7
13556,277.5
13557,463.1
13558,596.6
13559,780.2
13560,524.3
13561,498.7
13562,598.5
13563,1174.6
13564,728.2
13565,430.4
13566,683.5
13567,498.9
13568,1161.0
13569,1208.7
13570,1475.4
13571,1345.0
13572,1184.1
13573,1496.4
13574,1535.1
13575,1552.0
13576,1175.3
13577,1534.9
13578,1309.6
13579,1550.3
13580,1538.9
13581,1503.6
13582,1176.9
13583,1157.2
13584,758.9
13585,618.5
13586,775.2
13587,1233.6
13588,662.9
13589,964.9
13590,778.3
13591,1160.9
13592,752.0
13593,1552.6
13594,1012.3
13595,1540.0
13596,1354.1
13597,1103.5
13598,1551.2
13599,1536.0
13600,1553.1
13601,899.8
13602,641.7
13603,667.8
13604,836.6
13605,958.1
13606,1017.7
13607,1543.6
13608,1484.4
13609,1552.2
13610,1543.2
13611,1551.4
13612,1549.0
13613,1022.0
13614,1543.8
13615,1116.9
13616,1322.7
13617,896.5
13618,1341.0
13619,1541.7
13620,1541.9
13621,1547.6
13622,1553.1
13623,1559.4
13624,1557.0
13625,1545.5
13626,1560.6
13627,1316.3
13628,1550.5
13629,1311.5
13630,1534.1
13631,911.6
13632,920.7
13633,474.6
13634,1297.0
13635,1119.7
13636,1138.4
13637,1433.4
13638,1517.0
13639,1011.2
13640,1185.8
13641,920.3
13642,762.7
13643,753.9
13644,1055.9
13645,985.1
13646,949.9
13647,975.0
13648,710.3
13649,366.0
13650,1155.3
13651,815.6
13652,866.1
13653,1106.4
13654,686.5
13655,1431.1
13656,963.4
13657,853.5
13658,1229.2
13659,984.1
13660,653.2
13661,299.9
13662,687.5
13663,1137.8
13664,1066.4
13665,1299.5
13666,967.2
13667,1379.1
13668,1225.2
13669,943.2
13670,1010.4
13671,576.0
13672,522.7
13673,593.0
13674,560.6
13675,361.8
13676,1265.0
13677,1554.3
13678,1538.3
13679,1018.8
13680,1176.3
13681,655.1
13682,574.5
13683,516.1
13684,446.4
13685,1394.7
13686,1544.6
13687,883.0
13688,653.9
13689,954.2
13690,978.2
13691,960.9
13692,1086.2
13693,839.4
13694,960.7
13695,1540.4
13696,1339.5
13697,1014.4
13698,778.9
13699,433.0
13700,484.8
13701,372.7
13702,364.5
13703,467.5
13704,720.0
13705,450.2
13706,345.8
13707,499.5
13708,561.0
13709,453.4
13710,506.4
13711,635.8
13712,490.4
13713,482.4
13714,609.0
13715,329.1
13716,825.3
13717,267.6
13718,429.8
13719,638.9
13720,427.7
13721,257.3
13722,903.6
13723,475.5
13724,589.6
13725,334.0
13726,459.1
13727,470.6
13728,399.1
13729,482.2
13730,963.6
13731,609.6
13732,1062.4
13733,598.1
13734,677.2
13735,763.1
13736,742.1
13737,726.7
13738,458.9
13739,292.9
13740,268.1
13741,641.2
13742,350.4
13743,376.5
13744,769.7
13745,240.5
13746,445.0
13747,713.5
13748,447.3
13749,643.7
13750,410.0
13751,319.2
13752,688.6
13753,551.3
13754,550.0
13755,733.0
13756,331.3
13757,208.1
13758,239.8
13759,306.0
13760,242.8
13761,263.0
13762,208.1
13763,458.4
13764,568.6
13765,642.7
13766,908.7
13767,608.6
13768,510.4
13769,406.4
13770,290.4
13771,1099.9
13772,705.2
13773,931.6
13774,653.7
13775,669.6
13776,452.3
13777,449.0
13778,510.0
13779,451.9
13780,539.1
13781,1237.6
13782,857.7
13783,788.4
13784,467.5
13785,621.0
13786,707.4
13787,518.9
13788,534.9
13789,840.7
13790,627.3
13791,429.6
13792,377.8
13793,564.8
13794,571.5
13795,582.9
13796,663.6
13797,374.8
13798,272.5
13799,146.4
13800,606.5
13801,684.8
13802,735.8
13803,615.1
13804,1002.6
13805,1016.7
13806,578.5
13807,532.3
13808,384.5
13809,313.3
13810,476.8
13811,343.2
13812,753.7
13813,570.0
13814,642.1
13815,873.1
13816,526.2
13817,256.9
13818,353.8
13819,774.3
13820,1282.7
13821,1135.7
13822,1018.4
13823,687.6
13824,274.8
13825,642.7
13826,753.5
13827,493.2
13828,524.1
13829,287.5
13830,765.3
13831,773.3
13832,514.5
13833,719.1
13834,991.0
13835,647.7
13836,707.8
13837,867.0
13838,1051.6
13839,1266.7
13840,1141.6
13841,993.1
13842,1155.9
13843,906.3
13844,973.5
13845,997.1
13846,798.9
13847,963.4
13848,839.0
