,mw
5714,843.318
5715,832.212
5716,844.659
5717,852.964
5718,922.553
5719,1023.872
5720,1040.27
5721,951.45
5722,864.434
5723,797.398
5724,760.891
5725,743.978
5726,763.909
5727,812.809
5728,906.119
5729,1010.373
5730,1112.949
5731,1131.694
5732,1115.403
5733,1093.934
5734,1046.162
5735,969.229
5736,886.593
5737,810.99
5738,828.035
5739,821.29
5740,824.775
5741,848.155
5742,907.049
5743,1006.043
5744,1020.339
5745,936.698
5746,840.394
5747,773.377
5748,738.218
5749,755.644
5750,761.837
5751,794.873
5752,867.128
5753,998.987
5754,1072.259
5755,1109.431
5756,1092.306
5757,1014.932
5758,1022.23
5759,952.48
5760,885.325
5761,837.22
5762,801.875
5763,806.543
5764,806.635
5765,825.275
5766,869.318
5767,972.651
5768,1133.425
5769,1020.402
5770,1016.783
5771,1006.099
5772,1003.654
5773,992.721
5774,967.714
5775,964.156
5776,1006.222
5777,1075.689
5778,1134.056
5779,1103.029
5780,1080.532
5781,1029.936
5782,973.681
5783,940.044
5784,878.37
5785,826.977
5786,801.133
5787,782.402
5788,772.19
5789,782.115
5790,811.818
5791,841.255
5792,857.752
5793,858.261
5794,865.185
5795,853.017
5796,836.703
5797,863.189
5798,926.919
5799,943.439
5800,912.955
5801,955.864
5802,988.226
5803,992.292
5804,986.048
5805,992.141
5806,976.141
5807,911.652
5808,906.794
5809,875.315
5810,837.026
5811,835.069
5812,836.309
5813,848.772
5814,883.538
5815,909.192
5816,900.934
5817,902.463
5818,843.078
5819,787.287
5820,789.519
5821,796.593
5822,814.04
5823,848.519
5824,926.617
5825,1057.276
5826,1141.682
5827,1144.963
5828,1120.108
5829,1113.261
5830,1169.837
5831,996.614
5832,959.015
5833,910.753
5834,874.897
5835,859.027
5836,848.576
5837,857.818
5838,882.666
5839,919.402
5840,946.504
5841,948.241
5842,868.822
5843,857.01
5844,798.636
5845,826.554
5846,833.612
5847,874.139
5848,938.511
5849,1044.555
5850,1127.867
5851,1130.053
5852,1117.593
5853,1078.379
5854,1056.745
5855,1025.51
5856,971.065
5857,918.946
5858,888.598
5859,871.072
5860,860.01
5861,862.145
5862,875.866
5863,904.579
5864,940.711
5865,949.975
5866,1001.577
5867,1028.908
5868,1051.578
5869,1065.846
5870,1059.965
5871,1065.182
5872,1067.027
5873,1128.007
5874,1171.43
5875,1141.561
5876,1109.031
5877,1070.906
5878,1022.21
5879,951.758
5880,881.877
5881,817.005
5882,818.852
5883,793.52
5884,805.555
5885,835.434
5886,896.986
5887,983.381
5888,1047.255
5889,1061.295
5890,1067.249
5891,1054.866
5892,1051.276
5893,1049.595
5894,1045.727
5895,1066.193
5896,1104.172
5897,1182.959
5898,1259.594
5899,1260.532
5900,1243.803
5901,1201.896
5902,1145.838
5903,1062.382
5904,987.313
5905,930.403
5906,905.247
5907,883.374
5908,886.409
5909,900.376
5910,959.153
5911,1058.26
5912,1094.148
5913,1031.516
5914,927.435
5915,858.692
5916,819.558
5917,810.661
5918,831.348
5919,891.203
5920,983.226
5921,1111.856
5922,1228.211
5923,1233.275
5924,1227.432
5925,1204.549
5926,1138.315
5927,1055.119
5928,985.977
5929,928.749
5930,889.476
5931,893.076
5932,876.38
5933,882.298
5934,948.276
5935,1031.884
5936,1071.598
5937,1048.835
5938,1001.668
5939,984.625
5940,966.973
5941,949.246
5942,967.322
5943,963.93
5944,1026.013
5945,1123.468
5946,1203.252
5947,1215.334
5948,1204.435
5949,1173.172
5950,1106.676
5951,1020.279
5952,943.902
5953,890.599
5954,883.741
5955,872.178
5956,861.824
5957,880.625
5958,937.104
5959,1047.198
5960,1073.773
5961,1033.02
5962,952.07
5963,874.384
5964,930.322
5965,974.438
5966,989.788
5967,1003.078
5968,1054.071
5969,1150.079
5970,1229.946
5971,1229.25
5972,1208.887
5973,1224.793
5974,1140.879
5975,1051.964
5976,977.147
5977,929.134
5978,901.244
5979,889.061
5980,885.218
5981,897.479
5982,966.28
5983,1060.803
5984,1090.568
5985,1035.388
5986,967.957
5987,955.799
5988,905.089
5989,933.947
5990,978.975
5991,981.149
5992,1029.476
5993,1107.941
5994,1163.466
5995,1157.006
5996,1137.335
5997,1115.931
5998,1074.017
5999,1014.127
6000,934.159
6001,757.74
6002,725.186
6003,737.687
6004,741.086
6005,734.876
6006,717.881
6007,803.06
6008,845.285
6009,877.406
6010,828.304
6011,830.268
6012,812.723
6013,850.793
6014,807.574
6015,863.182
6016,936.283
6017,1059.224
6018,1164.889
6019,1199.296
6020,1197.934
6021,1202.799
6022,1192.987
6023,1079.411
6024,1034.108
6025,996.434
6026,964.527
6027,947.709
6028,941.025
6029,949.647
6030,973.675
6031,1002.781
6032,1022.081
6033,981.96
6034,904.508
6035,852.931
6036,854.006
6037,820.177
6038,839.436
6039,892.434
6040,975.745
6041,1088.947
6042,1197.021
6043,1205.41
6044,1189.384
6045,1163.813
6046,1101.864
6047,1023.422
6048,931.805
6049,871.448
6050,836.238
6051,819.587
6052,819.19
6053,840.789
6054,876.411
6055,970.39
6056,1030.904
6057,1019.902
6058,1015.285
6059,972.921
6060,976.396
6061,998.748
6062,1002.415
6063,1014.049
6064,1040.695
6065,1127.716
6066,1182.891
6067,1180.201
6068,1161.373
6069,1116.485
6070,1047.193
6071,977.035
6072,897.123
6073,836.824
6074,779.309
6075,774.495
6076,774.957
6077,773.297
6078,822.425
6079,913.539
6080,965.186
6081,962.13
6082,958.874
6083,951.683
6084,974.969
6085,955.485
6086,970.428
6087,962.388
6088,999.47
6089,1081.65
6090,1138.667
6091,1128.923
6092,1123.491
6093,1102.947
6094,1043.997
6095,973.595
6096,899.481
6097,849.207
6098,824.989
6099,819.178
6100,826.479
6101,853.686
6102,911.983
6103,1019.877
6104,1082.585
6105,1102.803
6106,1104.648
6107,1102.154
6108,1048.167
6109,1018.664
6110,981.315
6111,970.095
6112,1023.324
6113,1146.982
6114,1271.963
6115,1283.04
6116,1270.427
6117,1253.876
6118,1209.616
6119,1117.335
6120,1038.692
6121,955.19
6122,958.814
6123,951.181
6124,952.213
6125,973.68
6126,1023.669
6127,1143.585
6128,1148.462
6129,1088.293
6130,997.019
6131,921.399
6132,865.215
6133,836.689
6134,864.361
6135,921.067
6136,1014.707
6137,1137.509
6138,1277.349
6139,1290.091
6140,1290.286
6141,1272.756
6142,1217.621
6143,1135.085
6144,1051.021
6145,946.478
6146,943.517
6147,922.743
6148,923.145
6149,923.893
6150,979.393
6151,1064.257
6152,1101.539
6153,1109.06
6154,1089.603
6155,1043.647
6156,1032.623
6157,1020.609
6158,1043.768
6159,1042.406
6160,1061.717
6161,1122.116
6162,1174.583
6163,1161.224
6164,1140.139
6165,1111.706
6166,1069.52
6167,995.321
6168,912.754
6169,854.976
6170,804.211
6171,794.701
6172,778.759
6173,782.429
6174,800.402
6175,832.524
6176,885.7
6177,918.827
6178,911.319
6179,917.129
6180,902.385
6181,929.329
6182,962.152
6183,958.428
6184,978.41
6185,1016.066
6186,1106.327
6187,1103.611
6188,1089.392
6189,1072.975
6190,1048.526
6191,1006.158
6192,937.756
6193,883.54
6194,851.17
6195,831.175
6196,825.247
6197,827.13
6198,841.883
6199,880.284
6200,889.216
6201,909.851
6202,889.461
6203,800.638
6204,860.325
6205,805.188
6206,805.734
6207,834.397
6208,897.781
6209,1029.687
6210,1152.205
6211,1186.334
6212,1170.453
6213,1157.767
6214,1103.487
6215,1041.265
6216,962.382
6217,923.739
6218,875.095
6219,845.705
6220,856.365
6221,863.15
6222,921.701
6223,1050.818
6224,1091.321
6225,1091.107
6226,1101.24
6227,1111.959
6228,1114.057
6229,1114.97
6230,1118.289
6231,1122.858
6232,1150.5
6233,1228.014
6234,1294.141
6235,1303.625
6236,1274.275
6237,1236.719
6238,1178.448
6239,1089.546
6240,979.288
6241,972.855
6242,899.394
6243,884.735
6244,875.184
6245,864.385
6246,920.98
6247,1026.293
6248,1109.985
6249,1072.547
6250,1081.857
6251,1088.479
6252,1073.203
6253,1080.686
6254,1063.705
6255,1065.493
6256,1097.691
6257,1179.803
6258,1244.081
6259,1252.806
6260,1246.658
6261,1223.067
6262,1160.461
6263,1074.431
6264,989.511
6265,908.709
6266,907.029
6267,894.067
6268,892.746
6269,913.073
6270,985.249
6271,1102.522
6272,1112.773
6273,1043.914
6274,946.865
6275,863.499
6276,834.536
6277,828.826
6278,935.919
6279,995.347
6280,1067.496
6281,1174.211
6282,1303.814
6283,1324.183
6284,1320.29
6285,1305.507
6286,1264.364
6287,1190.646
6288,1107.724
6289,1064.061
6290,1042.76
6291,1031.776
6292,1028.187
6293,1044.763
6294,1131.803
6295,1233.018
6296,1252.269
6297,1162.182
6298,1090.036
6299,999.026
6300,961.399
6301,933.486
6302,958.943
6303,1019.151
6304,1096.197
6305,1260.669
6306,1386.821
6307,1387.538
6308,1380.512
6309,1350.028
6310,1299.647
6311,1222.739
6312,1134.204
6313,1068.3
6314,1042.403
6315,1036.351
6316,1031.095
6317,1046.48
6318,1114.437
6319,1200.126
6320,1235.847
6321,1159.833
6322,1065.615
6323,974.99
6324,907.433
6325,892.252
6326,887.784
6327,958.943
6328,1051.72
6329,1184.97
6330,1306.971
6331,1313.293
6332,1306.756
6333,1289.891
6334,1247.957
6335,1203.333
6336,1115.013
6337,1074.263
6338,1015.216
6339,998.696
6340,992.681
6341,997.19
6342,1019.881
6343,1061.596
6344,1099.575
6345,1104.5
6346,1065.405
6347,1061.335
6348,1017.688
6349,988.675
6350,985.415
6351,1001.97
6352,1054.564
6353,1136.078
6354,1255.916
6355,1263.871
6356,1259.454
6357,1250.59
6358,1217.381
6359,1168.734
6360,1095.113
6361,1041.538
6362,1006.639
6363,989.61
6364,977.51
6365,988.794
6366,997.752
6367,1049.889
6368,1073.222
6369,1030.025
6370,980.624
6371,889.444
6372,837.38
6373,820.362
6374,841.914
6375,878.334
6376,942.011
6377,1072.662
6378,1196.932
6379,1206.786
6380,1200.878
6381,1198.862
6382,1154.991
6383,1091.155
6384,1019.161
6385,976.321
6386,928.615
6387,919.285
6388,916.142
6389,934.39
6390,976.591
6391,1040.506
6392,1095.568
6393,1073.203
6394,1033.805
6395,1001.006
6396,941.044
6397,894.74
6398,840.529
6399,889.42
6400,963.221
6401,1070.976
6402,1205.527
6403,1215.995
6404,1210.299
6405,1197.115
6406,1156.177
6407,1098.969
6408,1013.971
6409,947.435
6410,903.154
6411,894.384
6412,891.625
6413,896.778
6414,933.617
6415,993.221
6416,1016.837
6417,986.97
6418,922.129
6419,878.796
6420,826.498
6421,781.132
6422,793.089
6423,838.962
6424,922.086
6425,1032.842
6426,1131.704
6427,1120.668
6428,1105.136
6429,1100.449
6430,1088.006
6431,1062.355
6432,1010.137
6433,948.325
6434,913.995
6435,916.644
6436,912.115
6437,920.175
6438,941.008
6439,976.133
6440,994.995
6441,978.765
6442,905.219
6443,837.306
6444,796.033
6445,766.419
6446,779.734
6447,838.931
6448,903.804
6449,991.511
6450,1076.054
6451,1066.521
6452,1079.655
6453,1082.667
6454,1071.972
6455,1031.461
6456,967.202
6457,927.238
6458,913.738
6459,877.004
6460,893.151
6461,929.937
6462,946.553
6463,1001.34
6464,1030.867
6465,1011.924
6466,939.823
6467,878.616
6468,856.305
6469,834.659
6470,848.107
6471,909.734
6472,964.375
6473,1047.811
6474,1179.946
6475,1185.111
6476,1169.936
6477,1146.336
6478,1094.204
6479,1034.956
6480,941.153
6481,897.992
6482,847.231
6483,829.64
6484,824.578
6485,826.491
6486,877.815
6487,920.439
6488,955.257
6489,963.673
6490,933.851
6491,920.071
6492,899.982
6493,857.879
6494,873.492
6495,910.421
6496,948.547
6497,1036.44
6498,1131.087
6499,1122.065
6500,1109.49
6501,1088.986
6502,1048.06
6503,989.656
6504,914.201
6505,857.538
6506,822.563
6507,800.115
6508,796.495
6509,805.84
6510,824.289
6511,876.314
6512,911.946
6513,889.601
6514,842.674
6515,788.349
6516,745.053
6517,724.194
6518,735.339
6519,774.003
6520,861.454
6521,959.093
6522,1085.46
6523,1100.689
6524,1085.229
6525,1072.966
6526,1038.931
6527,990.792
6528,948.98
6529,911.785
6530,860.936
6531,848.667
6532,840.595
6533,848.428
6534,868.48
6535,894.6
6536,918.607
6537,940.677
6538,931.074
6539,940.65
6540,957.815
6541,967.999
6542,964.212
6543,983.629
6544,1009.019
6545,1070.19
6546,1145.329
6547,1136.44
6548,1110.24
6549,1094.08
6550,1043.242
6551,976.213
6552,895.522
6553,834.972
6554,802.259
6555,774.581
6556,768.336
6557,777.662
6558,810.432
6559,882.96
6560,929.411
6561,947.76
6562,980.865
6563,1002.659
6564,1012.805
6565,1012.025
6566,1020.084
6567,1004.289
6568,998.429
6569,1054.965
6570,1157.131
6571,1161.517
6572,1143.871
6573,1118.814
6574,1076.344
6575,1003.308
6576,938.362
6577,887.57
6578,834.216
6579,814.049
6580,817.32
6581,822.056
6582,866.852
6583,920.556
6584,960.581
6585,980.805
6586,999.591
6587,989.332
6588,966.176
6589,954.412
6590,925.403
6591,878.307
6592,927.49
6593,1044.092
6594,1171.214
6595,1173.286
6596,1138.573
6597,1093.458
6598,1052.529
6599,1009.265
6600,953.387
6601,868.864
6602,889.027
6603,857.286
6604,842.499
6605,843.485
6606,864.756
6607,886.637
6608,912.405
6609,892.503
6610,922.154
6611,904.463
6612,841.711
6613,827.045
6614,821.892
6615,862.192
6616,914.332
6617,1033.282
6618,1166.504
6619,1175.899
6620,1171.982
6621,1153.659
6622,1113.218
6623,1038.737
6624,964.526
6625,901.569
6626,911.105
6627,901.978
6628,907.521
6629,931.725
6630,999.607
6631,1060.93
6632,1149.088
6633,1059.247
6634,955.758
6635,923.091
6636,906.296
6637,895.214
6638,894.485
6639,923.998
6640,964.68
6641,1061.546
6642,1177.145
6643,1183.709
6644,1163.095
6645,1130.323
6646,1075.503
6647,987.367
6648,855.975
6649,856.849
6650,817.333
6651,795.789
6652,794.936
6653,815.979
6654,864.336
6655,958.237
6656,1032.396
6657,997.685
6658,1022.566
6659,1009.154
6660,1009.424
6661,990.432
6662,998.105
6663,996.309
6664,1015.696
6665,1068.511
6666,1130.307
6667,1121.936
6668,1101.498
6669,1073.276
6670,1027.924
6671,965.905
6672,883.686
6673,865.94
6674,808.188
6675,785.725
6676,773.735
6677,769.622
6678,791.616
6679,831.828
6680,873.432
6681,893.866
6682,923.719
6683,945.538
6684,968.114
6685,949.254
6686,940.27
6687,935.496
6688,950.853
6689,1004.65
6690,1078.091
6691,1059.885
6692,1044.583
6693,1028.048
6694,999.045
6695,961.169
6696,914.491
6697,855.861
6698,835.818
6699,822.04
6700,814.47
6701,842.274
6702,856.378
6703,889.581
6704,918.215
6705,935.495
6706,879.851
6707,847.137
6708,881.233
6709,905.794
6710,889.713
6711,933.966
6712,1009.009
6713,1088.512
6714,1172.74
6715,1180.302
6716,1166.113
6717,1148.125
6718,1086.425
6719,1015.022
6720,960.755
6721,922.137
6722,878.283
6723,861.222
6724,866.011
6725,883.672
6726,956.883
6727,1033.666
6728,1076.419
6729,1068.085
6730,1048.667
6731,985.018
6732,916.751
6733,869.336
6734,853.685
6735,873.499
6736,935.399
6737,1027.888
6738,1162.264
6739,1172.216
6740,1159.838
6741,1135.841
6742,1084.99
6743,1020.123
6744,956.107
6745,907.597
6746,886.658
6747,875.892
6748,883.768
6749,892.225
6750,945.247
6751,1056.924
6752,1105.508
6753,1040.411
6754,978.129
6755,944.869
6756,880.659
6757,883.717
6758,977.582
6759,999.487
6760,1047.612
6761,1136.65
6762,1202.472
6763,1204.808
6764,1199.566
6765,1169.331
6766,1109.959
6767,1046.681
6768,958.842
6769,908.622
6770,902.671
6771,898.657
6772,897.578
6773,918.118
6774,991.694
6775,1063.649
6776,1105.306
6777,1063.668
6778,1028.196
6779,1023.364
6780,911.603
6781,899.005
6782,933.377
6783,943.84
6784,1008.11
6785,1110.964
6786,1242.254
6787,1236.426
6788,1253.081
6789,1230.109
6790,1181.518
6791,1125.313
6792,1029.913
6793,958.452
6794,967.703
6795,966.832
6796,963.045
6797,984.387
6798,1046.745
6799,1230.31
6800,1177.606
6801,1100.701
6802,1007.579
6803,903.684
6804,865.505
6805,838.039
6806,854.812
6807,927.969
6808,1026.87
6809,1142.242
6810,1247.178
6811,1248.683
6812,1240.444
6813,1217.549
6814,1158.13
6815,1091.042
6816,1015.507
6817,943.583
6818,944.105
6819,928.387
6820,928.019
6821,934.907
6822,972.27
6823,1066.221
6824,1106.435
6825,1042.839
6826,968.271
6827,907.46
6828,881.885
6829,869.805
6830,858.283
6831,886.028
6832,911.847
6833,982.672
6834,1096.208
6835,1101.203
6836,1074.589
6837,1049.807
6838,993.582
6839,943.868
6840,882.454
6841,833.565
6842,801.006
6843,779.711
6844,766.769
6845,769.254
6846,787.104
6847,810.451
6848,851.463
6849,872.729
6850,856.043
6851,818.55
6852,815.696
6853,793.711
6854,822.333
6855,827.6
6856,861.527
6857,931.14
6858,1025.326
6859,1021.83
6860,998.657
6861,977.776
6862,935.767
6863,878.698
6864,852.545
6865,750.058
6866,755.496
6867,738.291
6868,724.31
6869,721.741
6870,732.464
6871,758.407
6872,780.982
6873,794.841
6874,781.154
6875,763.013
6876,733.23
6877,710.641
6878,718.887
6879,737.979
6880,786.747
6881,880.676
6882,998.642
6883,1014.083
6884,998.102
6885,968.122
6886,921.265
6887,868.91
6888,806.89
6889,769.296
6890,750.788
6891,743.878
6892,746.059
6893,768.798
6894,824.2
6895,924.531
6896,987.124
6897,974.424
6898,964.353
6899,957.03
6900,948.107
6901,945.895
6902,942.995
6903,935.697
6904,962.126
6905,1025.769
6906,1118.72
6907,1122.784
6908,1103.15
6909,1076.548
6910,1020.341
6911,960.788
6912,894.663
6913,849.149
6914,831.868
6915,815.497
6916,817.603
6917,831.171
6918,883.592
6919,979.43
6920,1025.75
6921,1024.991
6922,1027.114
6923,1014.72
6924,1019.506
6925,1009.178
6926,1005.355
6927,1015.55
6928,1028.99
6929,1075.988
6930,1140.026
6931,1141.887
6932,1114.646
6933,1077.108
6934,1016.941
6935,928.503
6936,877.586
6937,827.582
6938,801.596
6939,788.423
6940,788.266
6941,809.666
6942,869.216
6943,951.799
6944,1005.384
6945,970.241
6946,876.619
6947,783.048
6948,724.886
6949,705.148
6950,717.813
6951,766.415
6952,840.937
6953,954.726
6954,1077.363
6955,1099.846
6956,1096.444
6957,1073.629
6958,1020.599
6959,928.214
6960,880.977
6961,831.046
6962,802.5
6963,789.376
6964,784.424
6965,811.995
6966,839.836
6967,942.939
6968,987.411
6969,958.274
6970,869.521
6971,837.846
6972,783.272
6973,727.164
6974,749.9
6975,802.176
6976,891.467
6977,1008.429
6978,1137.418
6979,1161.73
6980,1149.8
6981,1132.403
6982,1086.725
6983,1026.222
6984,960.71
6985,937.8
6986,915.56
6987,890.424
6988,908.279
6989,941.906
6990,987.106
6991,1123.654
6992,1156.662
6993,1086.607
6994,990.108
6995,879.83
6996,862.198
6997,840.022
6998,846.518
6999,892.797
7000,977.101
7001,1094.887
7002,1232.056
7003,1252.209
7004,1249.25
7005,1223.368
7006,1192.355
7007,1123.732
7008,1087.849
7009,991.573
7010,1014.985
7011,997.196
7012,990.585
7013,1000.785
7014,1019.823
7015,1070.867
7016,1104.509
7017,1111.258
7018,1126.753
7019,1152.504
7020,1134.107
7021,1117.825
7022,1105.702
7023,1121.042
7024,1152.345
7025,1183.049
7026,1233.743
7027,1228.791
7028,1154.535
7029,1144.896
7030,1117.106
7031,1060.981
7032,952.612
7033,903.303
7034,890.878
7035,863.253
7036,849.194
7037,846.633
7038,859.123
7039,890.859
7040,925.754
7041,930.262
7042,917.128
7043,855.146
7044,795.994
7045,779.445
7046,811.886
7047,849.808
7048,925.859
7049,1068.025
7050,1151.803
7051,1185.019
7052,1184.723
7053,1168.546
7054,1121.978
7055,1074.044
7056,1003.428
7057,960.279
7058,972.67
7059,964.456
7060,970.004
7061,1001.123
7062,1041.255
7063,1094.438
7064,1161.626
7065,1073.839
7066,1013.666
7067,943.63
7068,880.128
7069,849.667
7070,852.838
7071,920.943
7072,1011.137
7073,1122.211
7074,1267.803
7075,1299.621
7076,1284.931
7077,1254.883
7078,1207.309
7079,1094.43
7080,1068.742
7081,1042.456
7082,1018.229
7083,1015.398
7084,1024.333
7085,1039.554
7086,1092.031
7087,1207.878
7088,1223.598
7089,1133.71
7090,1033.301
7091,965.065
7092,869.087
7093,852.369
7094,861.621
7095,898.18
7096,996.837
7097,1108.617
7098,1243.008
7099,1284.356
7100,1273.998
7101,1247.93
7102,1189.66
7103,1113.039
7104,1062.347
7105,1020.8
7106,1003.681
7107,999.454
7108,1006.314
7109,1030.874
7110,1103.38
7111,1183.844
7112,1195.433
7113,1117.267
7114,1015.183
7115,883.484
7116,852.987
7117,813.304
7118,823.039
7119,849.777
7120,935.25
7121,1056.773
7122,1201.591
7123,1237.666
7124,1230.252
7125,1213.753
7126,1178.443
7127,1097.488
7128,1024.085
7129,1019.906
7130,975.636
7131,968.038
7132,972.698
7133,994.322
7134,1047.298
7135,1148.538
7136,1182.844
7137,1100.165
7138,1011.703
7139,932.367
7140,922.549
7141,918.199
7142,880.657
7143,958.065
7144,1011.56
7145,1085.247
7146,1177.489
7147,1198.45
7148,1193.718
7149,1165.794
7150,1120.759
7151,1043.582
7152,971.95
7153,942.922
7154,918.454
7155,901.433
7156,901.774
7157,925.897
7158,984.912
7159,1077.189
7160,1101.135
7161,1031.213
7162,939.938
7163,851.58
7164,852.616
7165,836.758
7166,846.378
7167,892.995
7168,928.71
7169,1003.874
7170,1099.536
7171,1123.765
7172,1105.156
7173,1081.797
7174,1044.192
7175,993.747
7176,933.665
7177,883.525
7178,853.613
7179,835.353
7180,824.021
7181,824.577
7182,842.064
7183,889.008
7184,923.779
7185,964.062
7186,1013.519
7187,1040.039
7188,1023.425
7189,985.542
7190,933.773
7191,889.944
7192,937.921
7193,999.757
7194,1061.697
7195,1072.481
7196,1051.949
7197,1035.961
7198,1005.282
7199,966.982
7200,911.121
7201,883.44
7202,851.758
7203,839.715
7204,836.05
7205,847.255
7206,875.678
7207,892.099
7208,894.161
7209,918.421
7210,880.075
7211,776.127
7212,765.828
7213,824.318
7214,825.986
7215,834.048
7216,923.259
7217,1020.456
7218,1100.625
7219,1116.813
7220,1105.354
7221,1075.088
7222,1029.22
7223,968.408
7224,911.742
7225,881.15
7226,863.734
7227,844.783
7228,854.062
7229,874.496
7230,922.446
7231,1032.149
7232,1072.487
7233,1057.391
7234,1054.72
7235,1027.223
7236,933.254
7237,923.624
7238,979.13
7239,964.981
7240,988.319
7241,1068.568
7242,1161.83
7243,1172.184
7244,1149.596
7245,1147.469
7246,1076.153
7247,991.084
7248,938.776
7249,881.544
7250,866.888
7251,852.484
7252,844.021
7253,868.61
7254,915.772
7255,1036.052
7256,1062.173
7257,1024.805
7258,1000.285
7259,989.876
7260,987.005
7261,998.347
7262,1005.521
7263,1022.718
7264,1041.77
7265,1107.343
7266,1187.301
7267,1198.011
7268,1179.771
7269,1165.477
7270,1073.4
7271,1013.491
7272,954.988
7273,902.454
7274,880.548
7275,871.288
7276,875.045
7277,892.634
7278,949.832
7279,1053.911
7280,1088.367
7281,1071.573
7282,1040.316
7283,938.428
7284,801.052
7285,740.428
7286,755.807
7287,781.369
7288,877.079
7289,998.766
7290,1133.244
7291,1181.043
7292,1187.019
7293,1169.691
7294,1117.865
7295,1052.766
7296,991.071
7297,952.208
7298,932.477
7299,923.955
7300,929.99
7301,946.701
7302,1019.817
7303,1118.318
7304,1139.776
7305,1070.128
7306,980.055
7307,909.159
7308,888.03
7309,858.758
7310,874.913
7311,892.171
7312,949.076
7313,1043.702
7314,1169.612
7315,1209.964
7316,1210.8
7317,1176.761
7318,1126.977
7319,1039.185
7320,983.785
7321,936.441
7322,910.386
7323,895.895
7324,897.128
7325,921.624
7326,974.817
7327,1177.661
7328,1085.731
7329,1010.173
7330,936.655
7331,836.811
7332,804.069
7333,876.927
7334,905.256
7335,907.381
7336,943.818
7337,1016.295
7338,1096.57
7339,1109.14
7340,1094.336
7341,1071.305
7342,1030.299
7343,930.061
7344,920.196
7345,872.724
7346,842.918
7347,828.438
7348,820.951
7349,831.322
7350,861.438
7351,924.58
7352,939.254
7353,981.482
7354,956.975
7355,937.681
7356,935.634
7357,918.996
7358,916.528
7359,934.685
7360,961.06
7361,1002.371
7362,1075.713
7363,1090.572
7364,1074.072
7365,1046.697
7366,1011.724
7367,968.942
7368,885.73
7369,871.341
7370,842.933
7371,828.263
7372,820.836
7373,824.7
7374,848.626
7375,887.233
7376,901.39
7377,873.575
7378,842.034
7379,810.341
7380,876.445
7381,948.401
7382,965.035
7383,990.848
7384,1010.045
7385,1025.55
7386,1107.228
7387,1125.985
7388,1087.224
7389,1055.786
7390,1024.84
7391,982.285
7392,928.893
7393,877.926
7394,850.203
7395,843.499
7396,850.128
7397,870.997
7398,931.329
7399,1031.821
7400,1040.131
7401,951.951
7402,843.778
7403,758.238
7404,711.258
7405,711.661
7406,695.048
7407,725.141
7408,817.642
7409,926.424
7410,1045.85
7411,1100.489
7412,1096.465
7413,1065.369
7414,1014.468
7415,934.563
7416,876.216
7417,836.959
7418,811.177
7419,798.345
7420,798.543
7421,815.155
7422,881.224
7423,979.452
7424,1007.873
7425,1000.926
7426,996.726
7427,974.041
7428,925.386
7429,844.234
7430,781.091
7431,794.48
7432,851.916
7433,929.678
7434,1036.0
7435,1068.408
7436,1054.851
7437,1017.191
7438,933.7
7439,900.607
7440,832.932
7441,783.127
7442,757.113
7443,741.285
7444,739.332
7445,767.444
7446,819.966
7447,935.313
7448,1003.216
7449,992.7
7450,995.339
7451,989.584
7452,981.901
7453,981.784
7454,978.126
7455,976.805
7456,1004.599
7457,1050.291
7458,1140.029
7459,1158.962
7460,1146.95
7461,1115.784
7462,1057.8
7463,988.783
7464,917.009
7465,834.997
7466,840.181
7467,828.142
7468,855.229
7469,837.755
7470,881.368
7471,978.241
7472,1036.009
7473,1031.243
7474,1039.07
7475,1031.666
7476,1029.969
7477,1032.928
7478,1025.068
7479,1007.996
7480,1020.741
7481,1060.35
7482,1137.584
7483,1138.155
7484,1122.207
7485,1086.117
7486,1028.528
7487,948.436
7488,905.357
7489,838.107
7490,807.748
7491,791.945
7492,787.119
7493,806.0
7494,846.705
7495,948.358
7496,1002.514
7497,980.837
7498,938.194
7499,901.84
7500,906.353
7501,851.78
7502,880.138
7503,895.107
7504,908.952
7505,988.686
7506,1100.968
7507,1146.699
7508,1136.926
7509,1119.457
7510,1086.683
7511,1035.27
7512,971.586
7513,907.557
7514,905.316
7515,888.503
7516,884.383
7517,894.44
7518,918.681
7519,962.913
7520,969.275
7521,917.115
7522,841.454
7523,777.127
7524,743.904
7525,738.622
7526,766.585
7527,807.149
7528,854.435
7529,959.19
7530,1058.367
7531,1115.026
7532,1100.804
7533,1103.323
7534,1074.64
7535,1023.567
7536,952.121
7537,944.901
7538,919.619
7539,903.982
7540,899.27
7541,903.292
7542,921.26
7543,951.399
7544,955.573
7545,892.617
7546,808.959
7547,743.16
7548,696.045
7549,676.487
7550,675.772
7551,707.272
7552,778.857
7553,893.607
7554,1023.751
7555,1097.011
7556,1097.285
7557,1074.21
7558,1024.573
7559,963.719
7560,901.006
7561,855.148
7562,831.292
7563,818.174
7564,816.823
7565,835.921
7566,887.483
7567,980.289
7568,1010.917
7569,962.742
7570,983.615
7571,969.066
7572,949.133
7573,957.296
7574,972.946
7575,993.165
7576,1000.997
7577,1044.563
7578,1115.316
7579,1138.056
7580,1112.179
7581,1079.483
7582,980.699
7583,944.62
7584,876.127
7585,826.919
7586,795.759
7587,783.597
7588,778.553
7589,795.903
7590,844.486
7591,941.052
7592,978.729
7593,992.797
7594,995.167
7595,983.463
7596,975.394
7597,975.892
7598,970.752
7599,951.47
